dmu,country,year,efficiencies,government_debt,income_share_20
Malaysia_2012,Malaysia,2012,0.01626,50.923039,5.5
Malaysia_2013,Malaysia,2013,0.01584,52.256858,5.8
Malaysia_2014,Malaysia,2014,0.01594,51.93807,5.8
Malta_2006,Malta,2006,0.02984,58.823621,8.6
Malta_2007,Malta,2007,0.0186,56.960357,8.3
Malta_2008,Malta,2008,0.02682,56.80226,8.5
Malta_2009,Malta,2009,0.01333,62.094823,8.2
Malta_2010,Malta,2010,0.02111,61.179983,8.4
Malta_2011,Malta,2011,0.02352,64.762233,8.5
Malta_2012,Malta,2012,0.02046,63.129726,8.4
Malta_2013,Malta,2013,0.028,62.685502,8.6
Malta_2014,Malta,2014,0.02994,58.61662,8.6
Malta_2015,Malta,2015,0.02854,53.364738,8.5
Mexico_1990,Mexico,1990,0.02191,37.789961,4.033333333333333
Mexico_1991,Mexico,1991,0.02675,30.946163,3.9666666666666663
Mexico_1992,Mexico,1992,0.03632,22.79349,3.9
Mexico_1993,Mexico,1993,0.04063,20.375135,3.85
Mexico_1994,Mexico,1994,0.0294,28.156432,3.8
Mexico_1995,Mexico,1995,0.0255,32.458384,3.5
Moldova_1997,Moldova,1997,0.0172,48.136493,6.5
Moldova_1998,Moldova,1998,0.00998,82.933556,6
Moldova_1999,Moldova,1999,0.01063,77.867382,6
Moldova_2000,Moldova,2000,0.01156,71.590159,6.9
Moldova_2001,Moldova,2001,0.01361,60.816841,6.7
Moldova_2002,Moldova,2002,0.0139,59.555989,7
Moldova_2003,Moldova,2003,0.01566,52.874223,7.6
Moldova_2004,Moldova,2004,0.02067,40.051348,7.4
Moldova_2005,Moldova,2005,0.02489,33.256196,7
Moldova_2006,Moldova,2006,0.02734,30.279629,7.1
Moldova_2007,Moldova,2007,0.03569,23.195208,7.4
Moldova_2008,Moldova,2008,0.04489,18.442649,7.3
Moldova_2009,Moldova,2009,0.03421,24.197663,7.6
Moldova_2010,Moldova,2010,0.03785,21.872753,8.1
Moldova_2011,Moldova,2011,0.07825,19.465376,8.5
Moldova_2012,Moldova,2012,0.13355,20.084057,9
Moldova_2013,Moldova,2013,0.14809,19.677884,9.1
Moldova_2014,Moldova,2014,0.20917,20.58009,9.7
Moldova_2015,Moldova,2015,0.18725,22.990335,9.7
Moldova_2016,Moldova,2016,0.15833,31.580362,10
Mongolia_2016,Mongolia,2016,0.0105,78.80291,8
North Macedonia_2009,North Macedonia,2009,0.03577,23.141917,4.1
North Macedonia_2010,North Macedonia,2010,0.03496,23.678038,3.7
North Macedonia_2011,North Macedonia,2011,0.03024,27.37466,4.4
North Macedonia_2012,North Macedonia,2012,0.02487,33.282611,4.9
North Macedonia_2013,North Macedonia,2013,0.02447,33.828723,5.6
Norway_1990,Norway,1990,0.23164,21.9864,10.04
Norway_1991,Norway,1991,0.22199,22.5242,10
Norway_1992,Norway,1992,0.18082,26.691043,9.925
Norway_1993,Norway,1993,0.13429,34.646364,9.85
Norway_1994,Norway,1994,0.13847,32.343635,9.775
Norway_1995,Norway,1995,0.14261,30.187128,9.7
Norway_1996,Norway,1996,0.1594,27.006759,9.7
Norway_1997,Norway,1997,0.1779,24.197785,9.7
Norway_1998,Norway,1998,0.19738,21.80999,9.7
Norway_1999,Norway,1999,0.21054,20.446176,9.7
Norway_2000,Norway,2000,0.22695,18.968423,9.7
Norway_2001,Norway,2001,0.23297,17.815004,9.633333333333333
Norway_2002,Norway,2002,0.21433,18.643315,9.566666666666666
Norway_2003,Norway,2003,0.18316,20.972559,9.5
Norway_2004,Norway,2004,0.12333,17.989366,8.8
Norway_2005,Norway,2005,0.15975,16.790662,9
Norway_2006,Norway,2006,0.25884,12.153637,9.2
Norway_2007,Norway,2007,0.31969,11.290573,9.4
Norway_2008,Norway,2008,0.21708,13.423889,9.1
Norway_2009,Norway,2009,0.13965,25.845992,9.4
Norway_2010,Norway,2010,0.15238,25.207497,9.5
Norway_2011,Norway,2011,0.19245,19.95973,9.5
Norway_2012,Norway,2012,0.17333,20.824358,9.4
Norway_2013,Norway,2013,0.17173,19.667891,9.3
Norway_2014,Norway,2014,0.18853,15.45628,9.1
Norway_2015,Norway,2015,0.17284,15.518834,9
Poland_2004,Poland,2004,0.01876,44.133707,5.7
Poland_2005,Poland,2005,0.01778,46.571697,6.4
Poland_2006,Poland,2006,0.01776,46.609152,6.8
Poland_2007,Poland,2007,0.0196,42.233905,7.2
Poland_2008,Poland,2008,0.01867,44.334074,7.3
Poland_2009,Poland,2009,0.01799,46.027347,7.3
Poland_2010,Poland,2010,0.01707,48.509088,7.3
Poland_2011,Poland,2011,0.0168,49.265413,7.3
Poland_2012,Poland,2012,0.01693,48.899406,7.2
Poland_2013,Poland,2013,0.01627,50.890461,7.2
Poland_2014,Poland,2014,0.01816,45.577271,7.2
Poland_2015,Poland,2015,0.01787,46.335296,7.4
Portugal_2003,Portugal,2003,0.01333,62.104721,6.2
Portugal_2004,Portugal,2004,0.01271,65.118583,6.4
Portugal_2005,Portugal,2005,0.01188,69.673995,6.7
Portugal_2006,Portugal,2006,0.01164,71.115551,6.7
Portugal_2007,Portugal,2007,0.01179,70.222027,6.9
Portugal_2008,Portugal,2008,0.01129,73.297012,6.9
Portugal_2009,Portugal,2009,0.00975,84.937326,7.2
Portugal_2010,Portugal,2010,0.0085,97.413964000000007,7
Portugal_2011,Portugal,2011,0.00739,111.97857,6.8
Portugal_2012,Portugal,2012,0.00646,128.10436,6.4
Portugal_2013,Portugal,2013,0.00632,131.01413,6.2
Portugal_2014,Portugal,2014,0.0062,133.51058,6.5
Romania_2006,Romania,2006,0.06169,13.418296,5
Romania_2007,Romania,2007,0.06361,13.012887,5.5
Romania_2008,Romania,2008,0.06625,12.494512,5.8
Romania_2009,Romania,2009,0.03907,21.185984,6
Romania_2010,Romania,2010,0.02895,28.590077,5.7
Romania_2011,Romania,2011,0.02509,32.994656,5.5
Romania_2012,Romania,2012,0.02311,35.815989,5.3
Romania_2013,Romania,2013,0.0227,36.466337,5
Romania_2014,Romania,2014,0.02162,38.281426,4.9
Romania_2015,Romania,2015,0.0221,37.455668,5.1
Romania_2016,Romania,2016,0.02204,37.557934,5.6
Russia_1997,Russia,1997,0.01513,54.7,6.3
Russia_1998,Russia,1998,0.01132,73.1,6.2
Serbia_2012,Serbia,2012,0.01557,53.17339,4.7
Serbia_2013,Serbia,2013,0.01471,56.260668,4.7
Serbia_2014,Serbia,2014,0.01247,66.38604,4.3
Serbia_2015,Serbia,2015,0.01183,69.972342,4.4
Slovakia_2006,Slovakia,2006,0.09521,35.476365,9.3
Slovakia_2007,Slovakia,2007,0.11049,34.765004,9.5
Slovakia_2008,Slovakia,2008,0.09293,33.850754,9.2
Slovakia_2009,Slovakia,2009,0.04123,42.568884,8.6
Slovakia_2010,Slovakia,2010,0.03285,46.374143,8.5
Slovakia_2011,Slovakia,2011,0.04076,48.747054,8.7
Slovakia_2012,Slovakia,2012,0.03035,57.831625,8.6
Slovakia_2013,Slovakia,2013,0.01836,57.721786,8.3
Slovakia_2014,Slovakia,2014,0.02266,56.981987,8.4
Slovenia_2004,Slovenia,2004,0.18776,24.162529,9.8
Slovenia_2005,Slovenia,2005,0.19874,23.993289,9.9
Slovenia_2006,Slovenia,2006,0.21405,23.36004,10
Slovenia_2007,Slovenia,2007,0.23714,21.0856,10
Slovenia_2008,Slovenia,2008,0.28854,18.935962,10.2
Slovenia_2009,Slovenia,2009,0.1484,30.570756,9.8
Slovenia_2010,Slovenia,2010,0.13172,32.682219,9.7
Slovenia_2011,Slovenia,2011,0.10525,40.899543,9.7
Slovenia_2012,Slovenia,2012,0.07772,46.440493,9.4
Slovenia_2013,Slovenia,2013,0.05214,60.337067,9.2
Slovenia_2014,Slovenia,2014,0.05222,69.126247,9.4
Slovenia_2015,Slovenia,2015,0.05801,70.211901,9.6
South Africa_2008,South Africa,2008,0.03443,24.044823,2.6
South Korea_2006,South Korea,2006,0.03047,27.167819,7.3
South Korea_2007,South Korea,2007,0.0312,26.531207,7.25
South Korea_2008,South Korea,2008,0.03207,25.809714,7.2
South Korea_2009,South Korea,2009,0.02883,28.713704,7.25
South Korea_2010,South Korea,2010,0.02929,28.262274,7.3
South Korea_2011,South Korea,2011,0.02854,29.000591,7.3
South Korea_2012,South Korea,2012,0.02804,29.518552,7.3
South Korea_2013,South Korea,2013,0.02678,30.916449,7.4
South Korea_2014,South Korea,2014,0.02572,32.183164,7.5
South Korea_2015,South Korea,2015,0.02466,33.564123,7.5
Spain_1990,Spain,1990,0.02407,34.396451,7.7
Spain_1991,Spain,1991,0.02306,35.90078,7.4
Spain_1992,Spain,1992,0.02298,36.025401,7.1
Spain_1993,Spain,1993,0.02106,39.308575,6.800000000000001
Spain_1994,Spain,1994,0.01688,49.030234,6.5
Spain_1995,Spain,1995,0.01609,51.45706,6.2
Spain_1996,Spain,1996,0.01505,54.986593,6.38
Spain_1997,Spain,1997,0.01537,53.855313,6.56
Spain_1998,Spain,1998,0.01585,52.225006,6.74
Spain_1999,Spain,1999,0.01627,50.889013,6.92
Spain_2000,Spain,2000,0.01704,48.593549,7.1
Spain_2001,Spain,2001,0.01839,45.006153,7.133333333333333
Spain_2002,Spain,2002,0.0193,42.902283,7.166666666666667
Spain_2003,Spain,2003,0.02072,39.949777,7.2
Spain_2004,Spain,2004,0.02143,38.622862,6.9
Spain_2005,Spain,2005,0.02314,35.778727,7
Spain_2006,Spain,2006,0.02546,32.512593,6.7
Spain_2007,Spain,2007,0.02792,29.647376,6.7
Spain_2008,Spain,2008,0.0249,33.244367,6.6
Spain_2009,Spain,2009,0.01815,45.605446,6.3
Spain_2010,Spain,2010,0.01611,51.382619,6.3
Spain_2011,Spain,2011,0.01412,58.640146,6
Spain_2012,Spain,2012,0.01121,73.820514,6.1
Spain_2013,Spain,2013,0.00994,83.250475,5.7
Spain_2014,Spain,2014,0.00948,87.330945,5.7
Spain_2015,Spain,2015,0.0095,87.165233,5.8
Sweden_1990,Sweden,1990,0.12089,40.209948,9.94
Sweden_1991,Sweden,1991,0.10886,42.099949,9.82
Sweden_1992,Sweden,1992,0.08062,53.399871,9.7
Sweden_1993,Sweden,1993,0.05963,68.309959,9.6
Sweden_1994,Sweden,1994,0.05276,72.799876,9.5
Sweden_1995,Sweden,1995,0.04786,75.409881,9.4
Sweden_1996,Sweden,1996,0.04504,79.109838,9.38
Sweden_1997,Sweden,1997,0.04366,80.550039,9.36
Sweden_1998,Sweden,1998,0.04352,79.740185,9.34
Sweden_1999,Sweden,1999,0.04582,74.719868,9.32
Sweden_2000,Sweden,2000,0.05074,66.569972,9.3
Sweden_2001,Sweden,2001,0.05717,59.079976,9.3
Sweden_2002,Sweden,2002,0.05992,56.370087,9.3
Sweden_2003,Sweden,2003,0.06165,54.78998,9.3
Sweden_2004,Sweden,2004,0.06329,53.369925,9.3
Sweden_2005,Sweden,2005,0.03716,53.460091,8.7
Sweden_2006,Sweden,2006,0.06496,48.430031,9.2
Sweden_2007,Sweden,2007,0.0572,42.840026,8.9
Sweden_2008,Sweden,2008,0.04292,40.889964,8.6
Sweden_2009,Sweden,2009,0.03953,44.40004,8.6
Sweden_2010,Sweden,2010,0.04287,40.939989,8.6
Sweden_2011,Sweden,2011,0.03832,39.750053,8.5
Sweden_2012,Sweden,2012,0.03763,40.480043,8.5
Sweden_2013,Sweden,2013,0.01922,43.069989,8.1
Sweden_2014,Sweden,2014,0.02823,45.74,8.4
Sweden_2015,Sweden,2015,0.01862,44.46,8.2
Switzerland_1990,Switzerland,1990,0.07546,10.9698,7.48
Switzerland_1991,Switzerland,1991,0.0703,11.774849,7.49
Switzerland_1992,Switzerland,1992,0.05894,14.046077,7.5
Switzerland_1993,Switzerland,1993,0.05003,16.545568,7.5375
Switzerland_1994,Switzerland,1994,0.04671,17.721568,7.575
Switzerland_1995,Switzerland,1995,0.04275,19.365395,7.6125
Switzerland_1996,Switzerland,1996,0.04019,20.59549,7.65
Switzerland_1997,Switzerland,1997,0.03725,22.223633,7.6875
Switzerland_1998,Switzerland,1998,0.0341,24.27887,7.725
Switzerland_1999,Switzerland,1999,0.0369,22.435581,7.7625
Switzerland_2000,Switzerland,2000,0.03745,22.102126,7.8
Switzerland_2001,Switzerland,2001,0.03827,21.628847,7.949999999999999
Switzerland_2002,Switzerland,2002,0.03331,24.848591,8.1
Switzerland_2003,Switzerland,2003,0.0333,24.856339,7.925
Switzerland_2004,Switzerland,2004,0.0335,24.710942,7.75
Switzerland_2005,Switzerland,2005,0.03383,24.473026,7.575
Switzerland_2006,Switzerland,2006,0.03824,21.649209,7.4
Switzerland_2007,Switzerland,2007,0.0427,19.387388,7.4
Switzerland_2008,Switzerland,2008,0.04448,18.609527,7.5
Switzerland_2009,Switzerland,2009,0.04747,17.439619,7.8
Switzerland_2010,Switzerland,2010,0.05002,16.548175,7.8
Switzerland_2011,Switzerland,2011,0.05091,16.258998,7.9
Switzerland_2012,Switzerland,2012,0.05099,16.236325,8.1
Switzerland_2013,Switzerland,2013,0.0522,15.859986,7.9
Thailand_1994,Thailand,1994,0.1454,5.6932197,6.1
Thailand_1995,Thailand,1995,0.17957,4.6100947,6.15
Thailand_1996,Thailand,1996,0.22535,3.6734975,6.2
Thailand_1997,Thailand,1997,0.17835,4.6415204,6.300000000000001
Thailand_1998,Thailand,1998,0.07758,10.669857,6.4
Thailand_1999,Thailand,1999,0.04138,20.005779,6.1
Thailand_2000,Thailand,2000,0.03769,21.964587,6.2
Thailand_2001,Thailand,2001,0.03368,24.578334,6.25
Thailand_2002,Thailand,2002,0.02753,30.070356,6.3
Thailand_2003,Thailand,2003,0.03061,27.046018,6.199999999999999
Thailand_2004,Thailand,2004,0.03393,24.3964,6.1
Thailand_2005,Thailand,2005,0.03394,24.392201,6.05
Thailand_2006,Thailand,2006,0.03559,23.261117,6
Thailand_2007,Thailand,2007,0.03662,22.604001,6.5
Thailand_2008,Thailand,2008,0.03764,21.99186,6.4
Thailand_2009,Thailand,2009,0.03089,26.795897,6.5
Thailand_2010,Thailand,2010,0.0298,27.779262,6.6
Thailand_2011,Thailand,2011,0.03031,27.315354,7.2
Thailand_2012,Thailand,2012,0.02909,28.457899,6.6
Thailand_2013,Thailand,2013,0.02794,29.632393,6.9
Thailand_2014,Thailand,2014,0.02769,29.890917,7.1
Thailand_2015,Thailand,2015,0.0258,32.090099,7.5
Thailand_2016,Thailand,2016,0.02709,30.557332,7.3
Trinidad and Tobago_1990,Trinidad and Tobago,1990,0.01735,47.708453,5.2
Trinidad and Tobago_1991,Trinidad and Tobago,1991,0.01673,49.477126,5.35
Trinidad and Tobago_1992,Trinidad and Tobago,1992,0.01684,49.151961,5.5
Tunisia_2009,Tunisia,2009,0.01775,46.646663,6.640000000000001
Turkey_2009,Turkey,2009,0.01885,43.924976,5.9
Turkey_2010,Turkey,2010,0.02039,40.606345,5.9
Turkey_2011,Turkey,2011,0.02241,36.946367,5.8
Turkey_2012,Turkey,2012,0.02457,33.696359,5.8
Turkey_2013,Turkey,2013,0.02575,32.147857,5.8
Turkey_2014,Turkey,2014,0.02777,29.80767,5.8
Turkey_2015,Turkey,2015,0.02869,28.849977,5.6
Ukraine_1995,Ukraine,1995,0.02745,30.151822,6.2
Ukraine_1996,Ukraine,1996,0.03397,24.36603,7.1
Ukraine_1997,Ukraine,1997,0.02865,28.891838,7.383333333333333
Ukraine_1998,Ukraine,1998,0.01779,46.537364,7.666666666666667
Ukraine_1999,Ukraine,1999,0.01404,58.958849,7.95
Ukraine_2000,Ukraine,2000,0.02067,43.789532,8.233333333333334
Ukraine_2001,Ukraine,2001,0.04257,36.690025,8.516666666666667
Ukraine_2002,Ukraine,2002,0.06607,33.579563,8.8
Ukraine_2003,Ukraine,2003,0.09918,29.380226,9.1
Ukraine_2004,Ukraine,2004,0.08947,24.798092,8.8
United Kingdom_1990,United Kingdom,1990,0.03033,27.293248,6.9399999999999995
United Kingdom_1991,United Kingdom,1991,0.03007,27.530958,6.8
United Kingdom_1992,United Kingdom,1992,0.02575,32.144822,6.866666666666666
United Kingdom_1993,United Kingdom,1993,0.02251,36.770551,6.933333333333334
United Kingdom_1994,United Kingdom,1994,0.02095,39.510751,7
United Kingdom_1995,United Kingdom,1995,0.01947,42.518005,7.1
United Kingdom_1996,United Kingdom,1996,0.01936,42.74837,7.1
United Kingdom_1997,United Kingdom,1997,0.01951,42.421749,7
United Kingdom_1998,United Kingdom,1998,0.02053,40.324213,6.9
United Kingdom_1999,United Kingdom,1999,0.0212,39.056814,6.8
United Kingdom_2000,United Kingdom,2000,0.02277,36.361712,6.6
United Kingdom_2001,United Kingdom,2001,0.02461,33.638476,6.8
United Kingdom_2002,United Kingdom,2002,0.02452,33.767264,7.1
United Kingdom_2003,United Kingdom,2003,0.02379,34.799807,7.2
United Kingdom_2004,United Kingdom,2004,0.022,37.631304,6.7
United Kingdom_2005,United Kingdom,2005,0.02136,38.746682,6.9
United Kingdom_2006,United Kingdom,2006,0.02092,39.573909,7
United Kingdom_2007,United Kingdom,2007,0.02041,40.568986,6.9
United Kingdom_2008,United Kingdom,2008,0.01709,48.442136,7.2
United Kingdom_2009,United Kingdom,2009,0.01328,62.326826,7.2
United Kingdom_2010,United Kingdom,2010,0.01129,73.304309,7.3
United Kingdom_2011,United Kingdom,2011,0.01048,79.022565,7.4
United Kingdom_2012,United Kingdom,2012,0.01007,82.207423,7.6
United Kingdom_2013,United Kingdom,2013,0.00994,83.247769,7.4
United Kingdom_2014,United Kingdom,2014,0.00972,85.123467,7.3
United Kingdom_2015,United Kingdom,2015,0.00965,85.752857,7.4
United States_1990,United States,1990,0.01653,50.079413,5.6
United States_1991,United States,1991,0.01546,53.553833,5.6
United States_1992,United States,1992,0.01484,55.797709,5.5
United States_1993,United States,1993,0.01442,57.389579,5.2
United States_1994,United States,1994,0.0146,56.698261,5.4
United States_1995,United States,1995,0.01469,56.353742,5.5
United States_1996,United States,1996,0.01486,55.722561,5.5
United States_1997,United States,1997,0.01559,53.095523,5.4
United States_1998,United States,1998,0.01653,50.067424,5.4
United States_1999,United States,1999,0.01767,46.851469,5.5
United States_2000,United States,2000,0.02,41.383999,5.5
United States_2001,United States,2001,0.02036,40.663216,5.4
United States_2002,United States,2002,0.01965,42.124274,5.3
United States_2003,United States,2003,0.01853,44.676876,5.2
United States_2004,United States,2004,0.0182,45.47616,5.3
United States_2005,United States,2005,0.01815,45.612806,5.3
United States_2006,United States,2006,0.01847,44.827463,5.2
United States_2007,United States,2007,0.01833,45.16842,5.2
Venezuela_1990,Venezuela,1990,0.01309,63.261968,4.6000000000000005
Venezuela_1991,Venezuela,1991,0.01331,62.191092,4.8
Venezuela_1992,Venezuela,1992,0.0151,54.805706,5
Venezuela_1993,Venezuela,1993,0.01434,57.746981,4.7
Venezuela_1994,Venezuela,1994,0.01296,63.891448,4.3999999999999995
