dmu,country,year,efficiencies,government_debt,murder
United States_1999,United States,1999,0.01767,46.851469,99.99352
United States_2000,United States,2000,0.02,41.383999,99.99381
United States_2001,United States,2001,0.02036,40.663216,99.9927
United States_2002,United States,2002,0.01965,42.124274,99.99366
United States_2003,United States,2003,0.01853,44.676876,99.99367
United States_2004,United States,2004,0.0182,45.47616,99.99386
United States_2005,United States,2005,0.01815,45.612806,99.99363
United States_2006,United States,2006,0.01847,44.827463,99.99349
United States_2007,United States,2007,0.01833,45.16842,99.99358
Venezuela_1990,Venezuela,1990,0.01309,63.261968,99.9865
Venezuela_1991,Venezuela,1991,0.01331,62.191092,99.9865
Venezuela_1992,Venezuela,1992,0.0151,54.805706,99.9865
Venezuela_1993,Venezuela,1993,0.01434,57.746981,99.9849
Venezuela_1994,Venezuela,1994,0.01296,63.891448,99.9841
