dmu,country,year,efficiencies,CO2,material_footprint,foreign_investment,life_expectancy,income,mean_years_in_school,murder,income_share_20,target_input.CO2,target_input.material_footprint,target_input.foreign_investment,target_output.life_expectancy,target_output.income,target_output.mean_years_in_school,target_output.murder,continent
Armenia_2000,Armenia,2000,0.97427,1.14,2.43,444.55,72.4,4.05,10.8,99.99778,7.65,1.1106729603478116,2.367487099688756,433.11374080934456,72.40000000000427,6.724440192831426,10.8,103.3987136484379,Asia
Armenia_2001,Armenia,2001,0.96376,1.16,2.75,446.7,72.5,4.46,10.7,99.99824,7.7,1.1179575231479935,2.6503303350491225,430.5100220605457,72.50000000000307,6.491283343234178,10.7,103.8841824349038,Asia
Armenia_2002,Armenia,2002,0.976,1.01,2.92,445.34,72.7,5.08,10.8,99.99775,8,0.9857574601318476,2.8499126570148463,434.65072009417526,72.69999999999989,5.314325214808648,10.8,105.24999900693896,Asia
Armenia_2003,Armenia,2003,0.95923,1.15,3.35,445.62,72.8,5.82,10.8,99.99818,8.7,1.1031191053649405,3.2134339156283054,427.4538571588911,72.79999999999993,6.029288356948615,10.8,104.82632440632123,Asia
Armenia_2004,Armenia,2004,0.95019,1.23,3.96,443.09,73,6.47,10.8,99.998206,7.6,1.1687330745671356,3.762750386411266,421.01946179670904,73,6.46999999999844,10.8,104.34319171099304,Asia
Armenia_2005,Armenia,2005,0.92551,1.47,4.41,444.04,73,7.42,10.9,99.998232,8.1,1.3604934155815382,4.081480246745347,410.9615620781867,72.9999999999986,7.638937973436946,10.900000000000002,103.78003736707524,Asia
Armenia_2006,Armenia,2006,0.92564,1.49,4.8,442.69,73.1,8.46,10.9,99.998258,8.9,1.3792073190831973,4.4430839809388605,409.77267656704504,73.10000000000062,8.460000000000578,10.9,102.17680200678447,Asia
Armenia_2007,Armenia,2007,0.90347,1.74,5.77,442.75,73.5,9.71,11,99.998284,8.4,1.572037709234385,5.213021599014451,400.0113194044534,73.49999999999686,9.709999999997056,11,102.0115749239032,Asia
Armenia_2008,Armenia,2008,0.8849,1.92,6.54,441.91,73.5,10.5,11,99.99831,9.1,1.6990085729375115,5.787247951568354,391.04629086813077,73.50000000000036,10.499999999999998,11,101.50317052780342,Asia
Armenia_2009,Armenia,2009,0.92844,1.51,6.48,441.21,73.6,9.05,11.1,99.998355,9.4,1.4019445207931203,6.016291718370876,409.6370476947804,73.59999999999353,9.049999999999194,11.099999999998976,102.07676091215868,Asia
