dmu,country,year,efficiencies,CO2.x,life_expectancy.x,CO2.y,life_expectancy.y
Slovenia_2007,Slovenia,2007,0.06251,8.59,78.6,0.5369382716049382,78.60000000000001
Slovenia_2008,Slovenia,2008,0.05997,9.01,79.1,0.5403539094650206,79.10000000000001
Slovenia_2009,Slovenia,2009,0.06755,8.03,79.4,0.54240329218107,79.4
Slovenia_2010,Slovenia,2010,0.06789,8.02,79.7,0.5444526748971193,79.7
Slovenia_2011,Slovenia,2011,0.06848,7.98,80,0.5465020576131687,80.00000000000001
Slovenia_2012,Slovenia,2012,0.07124,7.69,80.2,0.5478683127572017,80.20000000000002
Slovenia_2013,Slovenia,2013,0.07472,7.36,80.5,0.5499176954732511,80.50000000000001
Slovenia_2014,Slovenia,2014,0.08479,6.55,81.3,0.5553827160493828,81.30000000000001
Slovenia_2015,Slovenia,2015,0.08409,6.58,81,0.5533333333333333,81.00000000000001
South Africa_2008,South Africa,2008,0.03732,9.94,54.3,0.3709382716049383,54.30000000000001
South Korea_2006,South Korea,2006,0.05684,9.53,79.3,0.5417201646090536,79.30000000000001
South Korea_2007,South Korea,2007,0.05397,10.1,79.8,0.5451358024691358,79.80000000000001
South Korea_2008,South Korea,2008,0.05319,10.3,80.2,0.5478683127572017,80.20000000000002
South Korea_2009,South Korea,2009,0.05339,10.3,80.5,0.5499176954732511,80.50000000000001
South Korea_2010,South Korea,2010,0.04842,11.4,80.8,0.5519670781893005,80.80000000000001
South Korea_2011,South Korea,2011,0.04701,11.8,81.2,0.5546995884773663,81.20000000000002
South Korea_2012,South Korea,2012,0.04759,11.7,81.5,0.5567489711934157,81.50000000000001
South Korea_2013,South Korea,2013,0.04741,11.8,81.9,0.5594814814814816,81.90000000000002
South Korea_2014,South Korea,2014,0.04847,11.6,82.3,0.5622139917695474,82.30000000000001
South Korea_2015,South Korea,2015,0.04823,11.7,82.6,0.5642633744855967,82.60000000000001
Spain_1990,Spain,1990,0.08915,5.9,77,0.5260082304526749,77
Spain_1991,Spain,1991,0.08592,6.13,77.1,0.5266913580246914,77.10000000000001
Spain_1992,Spain,1992,0.08364,6.33,77.5,0.5294238683127572,77.5
Spain_1993,Spain,1993,0.08701,6.1,77.7,0.5307901234567902,77.70000000000002
Spain_1994,Spain,1994,0.08326,6.4,78,0.5328395061728396,78.00000000000003
Spain_1995,Spain,1995,0.07939,6.72,78.1,0.533522633744856,78.10000000000001
Spain_1996,Spain,1996,0.08371,6.39,78.3,0.534888888888889,78.30000000000001
Spain_1997,Spain,1997,0.08058,6.68,78.8,0.5383045267489712,78.80000000000001
Spain_1998,Spain,1998,0.07867,6.86,79,0.5396707818930041,79.00000000000001
Spain_1999,Spain,1999,0.07302,7.4,79.1,0.5403539094650206,79.10000000000001
Spain_2000,Spain,2000,0.07127,7.62,79.5,0.5430864197530865,79.50000000000001
Spain_2001,Spain,2001,0.07201,7.57,79.8,0.5451358024691358,79.80000000000001
Spain_2002,Spain,2002,0.06866,7.95,79.9,0.5458189300411525,79.90000000000003
Spain_2003,Spain,2003,0.06909,7.91,80,0.5465020576131687,80.00000000000001
Spain_2004,Spain,2004,0.06714,8.17,80.3,0.5485514403292182,80.30000000000001
Spain_2005,Spain,2005,0.06578,8.37,80.6,0.5506008230452675,80.60000000000001
Spain_2006,Spain,2006,0.06882,8.04,81,0.5533333333333333,81.00000000000001
Spain_2007,Spain,2007,0.06857,8.09,81.2,0.5546995884773663,81.20000000000002
Spain_2008,Spain,2008,0.07628,7.29,81.4,0.5560658436213992,81.40000000000002
Spain_2009,Spain,2009,0.08772,6.37,81.8,0.558798353909465,81.8
Spain_2010,Spain,2010,0.09286,6.04,82.1,0.5608477366255145,82.10000000000001
Spain_2011,Spain,2011,0.09308,6.04,82.3,0.5622139917695474,82.30000000000001
Spain_2012,Spain,2012,0.09492,5.93,82.4,0.5628971193415638,82.40000000000002
Spain_2013,Spain,2013,0.1052,5.37,82.7,0.5649465020576133,82.70000000000002
Spain_2014,Spain,2014,0.10379,5.45,82.8,0.5656296296296297,82.80000000000001
Spain_2015,Spain,2015,0.09735,5.81,82.8,0.5656296296296297,82.80000000000001
Sweden_1990,Sweden,1990,0.07941,6.71,78,0.5328395061728396,78.00000000000003
Sweden_1991,Sweden,1991,0.07975,6.69,78.1,0.533522633744856,78.10000000000001
Sweden_1992,Sweden,1992,0.08092,6.61,78.3,0.534888888888889,78.30000000000001
Sweden_1993,Sweden,1993,0.08175,6.56,78.5,0.5362551440329218,78.50000000000001
Sweden_1994,Sweden,1994,0.07916,6.8,78.8,0.5383045267489712,78.80000000000001
Sweden_1995,Sweden,1995,0.08065,6.7,79.1,0.5403539094650206,79.10000000000001
Sweden_1996,Sweden,1996,0.07598,7.13,79.3,0.5417201646090536,79.30000000000001
Sweden_1997,Sweden,1997,0.08291,6.55,79.5,0.5430864197530865,79.50000000000001
Sweden_1998,Sweden,1998,0.08214,6.62,79.6,0.5437695473251029,79.60000000000001
Sweden_1999,Sweden,1999,0.08653,6.3,79.8,0.5451358024691358,79.80000000000001
Sweden_2000,Sweden,2000,0.08872,6.16,80,0.5465020576131687,80.00000000000001
Sweden_2001,Sweden,2001,0.08752,6.26,80.2,0.5478683127572017,80.20000000000002
Sweden_2002,Sweden,2002,0.08639,6.35,80.3,0.5485514403292182,80.30000000000001
Sweden_2003,Sweden,2003,0.08606,6.39,80.5,0.5499176954732511,80.50000000000001
Sweden_2004,Sweden,2004,0.08778,6.28,80.7,0.5512839506172841,80.70000000000002
Sweden_2005,Sweden,2005,0.09284,5.96,81,0.5533333333333333,81.00000000000001
Sweden_2006,Sweden,2006,0.0939,5.9,81.1,0.5540164609053498,81.10000000000001
Sweden_2007,Sweden,2007,0.09642,5.76,81.3,0.5553827160493828,81.30000000000001
Sweden_2008,Sweden,2008,0.10141,5.49,81.5,0.5567489711934157,81.50000000000001
Sweden_2009,Sweden,2009,0.1103,5.06,81.7,0.5581152263374487,81.70000000000002
Sweden_2010,Sweden,2010,0.09938,5.63,81.9,0.5594814814814816,81.90000000000002
Sweden_2011,Sweden,2011,0.10835,5.17,82,0.560164609053498,82.00000000000001
Sweden_2012,Sweden,2012,0.1154,4.86,82.1,0.5608477366255145,82.10000000000001
Sweden_2013,Sweden,2013,0.12065,4.66,82.3,0.5622139917695474,82.30000000000001
Sweden_2014,Sweden,2014,0.12636,4.46,82.5,0.5635802469135803,82.50000000000001
Sweden_2015,Sweden,2015,0.1278,4.41,82.5,0.5635802469135803,82.50000000000001
Switzerland_1990,Switzerland,1990,0.08014,6.64,77.9,0.5321563786008231,77.9
Switzerland_1991,Switzerland,1991,0.07766,6.87,78.1,0.533522633744856,78.10000000000001
Switzerland_1992,Switzerland,1992,0.07899,6.78,78.4,0.5355720164609055,78.40000000000002
Switzerland_1993,Switzerland,1993,0.08466,6.35,78.7,0.5376213991769548,78.70000000000002
Switzerland_1994,Switzerland,1994,0.08761,6.16,79,0.5396707818930041,79.00000000000001
Switzerland_1995,Switzerland,1995,0.08679,6.21,78.9,0.5389876543209877,78.9
Switzerland_1996,Switzerland,1996,0.0864,6.27,79.3,0.5417201646090536,79.30000000000001
Switzerland_1997,Switzerland,1997,0.08929,6.09,79.6,0.5437695473251029,79.60000000000001
Switzerland_1998,Switzerland,1998,0.08664,6.3,79.9,0.5458189300411525,79.90000000000003
Switzerland_1999,Switzerland,1999,0.08755,6.25,80.1,0.5471851851851852,80.10000000000001
Switzerland_2000,Switzerland,2000,0.08978,6.11,80.3,0.5485514403292182,80.30000000000001
Switzerland_2001,Switzerland,2001,0.08768,6.28,80.6,0.5506008230452675,80.60000000000001
Switzerland_2002,Switzerland,2002,0.0918,6.02,80.9,0.552650205761317,80.90000000000002
Switzerland_2003,Switzerland,2003,0.09008,6.15,81.1,0.5540164609053498,81.10000000000001
Switzerland_2004,Switzerland,2004,0.08998,6.18,81.4,0.5560658436213992,81.40000000000002
Switzerland_2005,Switzerland,2005,0.09002,6.2,81.7,0.5581152263374487,81.70000000000002
Switzerland_2006,Switzerland,2006,0.09187,6.09,81.9,0.5594814814814816,81.90000000000002
Switzerland_2007,Switzerland,2007,0.09749,5.76,82.2,0.561530864197531,82.20000000000002
Switzerland_2008,Switzerland,2008,0.09589,5.87,82.4,0.5628971193415638,82.40000000000002
Switzerland_2009,Switzerland,2009,0.09975,5.65,82.5,0.5635802469135803,82.50000000000001
Switzerland_2010,Switzerland,2010,0.09803,5.77,82.8,0.5656296296296297,82.80000000000001
Switzerland_2011,Switzerland,2011,0.10925,5.19,83,0.5669958847736626,83.00000000000001
Switzerland_2012,Switzerland,2012,0.10751,5.28,83.1,0.5676790123456791,83.10000000000001
Switzerland_2013,Switzerland,2013,0.10676,5.33,83.3,0.569045267489712,83.3
Thailand_1994,Thailand,1994,0.2115,2.29,70.9,0.48433744855967087,70.90000000000002
Thailand_1995,Thailand,1995,0.18294,2.64,70.7,0.48297119341563793,70.70000000000002
Thailand_1996,Thailand,1996,0.16688,2.89,70.6,0.4822880658436215,70.60000000000002
Thailand_1997,Thailand,1997,0.16603,2.95,71.7,0.48980246913580255,71.70000000000002
Thailand_1998,Thailand,1998,0.18938,2.59,71.8,0.490485596707819,71.80000000000001
Thailand_1999,Thailand,1999,0.18268,2.67,71.4,0.48775308641975323,71.40000000000003
Thailand_2000,Thailand,2000,0.18099,2.71,71.8,0.490485596707819,71.80000000000001
Thailand_2001,Thailand,2001,0.17328,2.87,72.8,0.4973168724279836,72.80000000000001
Thailand_2002,Thailand,2002,0.16646,3,73.1,0.499366255144033,73.10000000000001
Thailand_2003,Thailand,2003,0.15961,3.15,73.6,0.5027818930041151,73.6
Thailand_2004,Thailand,2004,0.14984,3.36,73.7,0.5034650205761317,73.70000000000002
Thailand_2005,Thailand,2005,0.14897,3.43,74.8,0.5109794238683127,74.80000000000001
Thailand_2006,Thailand,2006,0.14887,3.46,75.4,0.5150781893004116,75.40000000000002
Thailand_2007,Thailand,2007,0.14876,3.49,76,0.5191769547325102,76
Thailand_2008,Thailand,2008,0.15236,3.43,76.5,0.5225925925925927,76.50000000000003
Thailand_2009,Thailand,2009,0.14432,3.64,76.9,0.5253251028806586,76.90000000000002
Thailand_2010,Thailand,2010,0.1377,3.82,77,0.5260082304526749,77
Thailand_2011,Thailand,2011,0.14062,3.76,77.4,0.5287407407407407,77.4
Thailand_2012,Thailand,2012,0.13303,3.99,77.7,0.5307901234567902,77.70000000000002
Thailand_2013,Thailand,2013,0.12778,4.17,78,0.5328395061728396,78.00000000000003
Thailand_2014,Thailand,2014,0.13109,4.07,78.1,0.533522633744856,78.10000000000001
Thailand_2015,Thailand,2015,0.13029,4.1,78.2,0.5342057613168725,78.20000000000002
Thailand_2016,Thailand,2016,0.13092,4.07,78,0.5328395061728396,78.00000000000003
Trinidad and Tobago_1990,Trinidad and Tobago,1990,0.03421,13.9,69.6,0.4754567901234568,69.60000000000001
Trinidad and Tobago_1991,Trinidad and Tobago,1991,0.0346,13.8,69.9,0.4775061728395063,69.90000000000003
Trinidad and Tobago_1992,Trinidad and Tobago,1992,0.03072,15.5,69.7,0.47613991769547337,69.70000000000003
Tunisia_2009,Tunisia,2009,0.22475,2.31,76,0.5191769547325102,76
Turkey_2009,Turkey,2009,0.11843,4.43,76.8,0.524641975308642,76.80000000000001
Turkey_2010,Turkey,2010,0.12045,4.35,76.7,0.5239588477366256,76.70000000000002
Turkey_2011,Turkey,2011,0.11331,4.63,76.8,0.524641975308642,76.80000000000001
Turkey_2012,Turkey,2012,0.11097,4.74,77,0.5260082304526749,77
Turkey_2013,Turkey,2013,0.11561,4.55,77,0.5260082304526749,77
Turkey_2014,Turkey,2014,0.1123,4.69,77.1,0.5266913580246914,77.10000000000001
Turkey_2015,Turkey,2015,0.10879,4.86,77.4,0.5287407407407407,77.4
Ukraine_1995,Ukraine,1995,0.05967,7.67,67,0.45769547325102894,67.00000000000001
Ukraine_1996,Ukraine,1996,0.06615,6.95,67.3,0.45974485596707826,67.30000000000001
Ukraine_1997,Ukraine,1997,0.06831,6.79,67.9,0.46384362139917706,67.90000000000002
Ukraine_1998,Ukraine,1998,0.071,6.61,68.7,0.46930864197530875,68.70000000000003
Ukraine_1999,Ukraine,1999,0.07699,6.06,68.3,0.4665761316872429,68.30000000000003
Ukraine_2000,Ukraine,2000,0.07941,5.85,68,0.4645267489711935,68.00000000000003
Ukraine_2001,Ukraine,2001,0.07419,6.28,68.2,0.46589300411522644,68.20000000000002
Ukraine_2002,Ukraine,2002,0.0754,6.17,68.1,0.4652098765432099,68.10000000000001
Ukraine_2003,Ukraine,2003,0.07223,6.46,68.3,0.4665761316872429,68.30000000000003
Ukraine_2004,Ukraine,2004,0.0706,6.58,68,0.4645267489711935,68.00000000000003
United Kingdom_1990,United Kingdom,1990,0.04932,10.5,75.8,0.5178106995884774,75.80000000000001
United Kingdom_1991,United Kingdom,1991,0.04904,10.6,76.1,0.5198600823045267,76.10000000000001
United Kingdom_1992,United Kingdom,1992,0.0506,10.3,76.3,0.5212263374485597,76.30000000000001
United Kingdom_1993,United Kingdom,1993,0.05167,10.1,76.4,0.5219094650205761,76.4
United Kingdom_1994,United Kingdom,1994,0.05255,9.97,76.7,0.5239588477366256,76.70000000000002
United Kingdom_1995,United Kingdom,1995,0.05359,9.79,76.8,0.524641975308642,76.80000000000001
United Kingdom_1996,United Kingdom,1996,0.05208,10.1,77,0.5260082304526749,77
United Kingdom_1997,United Kingdom,1997,0.05472,9.65,77.3,0.5280576131687243,77.30000000000001
United Kingdom_1998,United Kingdom,1998,0.05452,9.71,77.5,0.5294238683127572,77.5
United Kingdom_1999,United Kingdom,1999,0.05551,9.55,77.6,0.5301069958847736,77.60000000000001
United Kingdom_2000,United Kingdom,2000,0.05533,9.63,78,0.5328395061728396,78.00000000000003
United Kingdom_2001,United Kingdom,2001,0.05486,9.75,78.3,0.534888888888889,78.30000000000001
United Kingdom_2002,United Kingdom,2002,0.05675,9.45,78.5,0.5362551440329218,78.50000000000001
United Kingdom_2003,United Kingdom,2003,0.05593,9.6,78.6,0.5369382716049382,78.60000000000001
United Kingdom_2004,United Kingdom,2004,0.05633,9.58,79,0.5396707818930041,79.00000000000001
United Kingdom_2005,United Kingdom,2005,0.05726,9.46,79.3,0.5417201646090536,79.30000000000001
United Kingdom_2006,United Kingdom,2006,0.05821,9.33,79.5,0.5430864197530865,79.50000000000001
United Kingdom_2007,United Kingdom,2007,0.05991,9.1,79.8,0.5451358024691358,79.80000000000001
United Kingdom_2008,United Kingdom,2008,0.06231,8.77,80,0.5465020576131687,80.00000000000001
United Kingdom_2009,United Kingdom,2009,0.0697,7.87,80.3,0.5485514403292182,80.30000000000001
United Kingdom_2010,United Kingdom,2010,0.06823,8.07,80.6,0.5506008230452675,80.60000000000001
United Kingdom_2011,United Kingdom,2011,0.0752,7.34,80.8,0.5519670781893005,80.80000000000001
United Kingdom_2012,United Kingdom,2012,0.0731,7.56,80.9,0.552650205761317,80.90000000000002
United Kingdom_2013,United Kingdom,2013,0.07518,7.36,81,0.5533333333333333,81.00000000000001
United Kingdom_2014,United Kingdom,2014,0.08257,6.71,81.1,0.5540164609053498,81.10000000000001
United Kingdom_2015,United Kingdom,2015,0.08619,6.42,81,0.5533333333333333,81.00000000000001
United States_1990,United States,1990,0.02547,20.3,75.7,0.517127572016461,75.70000000000002
United States_1991,United States,1991,0.02605,19.9,75.9,0.518493827160494,75.90000000000002
United States_1992,United States,1992,0.0257,20.2,76,0.5191769547325102,76
United States_1993,United States,1993,0.02542,20.4,75.9,0.518493827160494,75.90000000000002
United States_1994,United States,1994,0.02533,20.5,76,0.5191769547325102,76
United States_1995,United States,1995,0.02536,20.5,76.1,0.5198600823045267,76.10000000000001
United States_1996,United States,1996,0.02485,21,76.4,0.5219094650205761,76.4
United States_1997,United States,1997,0.02498,21,76.8,0.524641975308642,76.80000000000001
United States_1998,United States,1998,0.02514,20.9,76.9,0.5253251028806586,76.90000000000002
United States_1999,United States,1999,0.02514,20.9,76.9,0.5253251028806586,76.90000000000002
United States_2000,United States,2000,0.0247,21.3,77,0.5260082304526749,77
United States_2001,United States,2001,0.02544,20.7,77.1,0.5266913580246914,77.10000000000001
United States_2002,United States,2002,0.02548,20.7,77.2,0.5273744855967079,77.20000000000002
United States_2003,United States,2003,0.02551,20.7,77.3,0.5280576131687243,77.30000000000001
United States_2004,United States,2004,0.0254,20.9,77.7,0.5307901234567902,77.70000000000002
United States_2005,United States,2005,0.02552,20.8,77.7,0.5307901234567902,77.70000000000002
United States_2006,United States,2006,0.02625,20.3,78,0.5328395061728396,78.00000000000003
United States_2007,United States,2007,0.02619,20.4,78.2,0.5342057613168725,78.20000000000002
Venezuela_1990,Venezuela,1990,0.07964,6.21,72.4,0.4945843621399178,72.40000000000002
Venezuela_1991,Venezuela,1991,0.08691,5.73,72.9,0.4980000000000001,72.90000000000002
Venezuela_1992,Venezuela,1992,0.09689,5.14,72.9,0.4980000000000001,72.90000000000002
Venezuela_1993,Venezuela,1993,0.08429,5.9,72.8,0.4973168724279836,72.80000000000001
Venezuela_1994,Venezuela,1994,0.08177,6.04,72.3,0.49390123456790136,72.30000000000003
