dmu,country,year,efficiencies,CO2.x,life_expectancy.x,CO2.y,life_expectancy.y
Albania_1996,Albania,1996,0.78177,0.651,74.5,0.5089300411522634,74.5
Albania_1997,Albania,1997,1,0.498,72.9,0.4980000000000001,72.90000000000002
Albania_1998,Albania,1998,0.9076,0.563,74.8,0.5109794238683127,74.80000000000001
Albania_1999,Albania,1999,0.53664,0.956,75.1,0.5130288065843621,75.1
Albania_2000,Albania,2000,0.53321,0.966,75.4,0.5150781893004116,75.40000000000002
Albania_2001,Albania,2001,0.50406,1.03,76,0.5191769547325102,76
Albania_2002,Albania,2002,0.43208,1.2,75.9,0.518493827160494,75.90000000000002
Albania_2003,Albania,2003,0.37424,1.38,75.6,0.5164444444444444,75.60000000000001
Albania_2004,Albania,2004,0.38643,1.34,75.8,0.5178106995884774,75.80000000000001
Albania_2005,Albania,2005,0.37721,1.38,76.2,0.5205432098765432,76.20000000000002
Albania_2006,Albania,2006,0.41364,1.27,76.9,0.5253251028806586,76.90000000000002
Albania_2007,Albania,2007,0.41041,1.29,77.5,0.5294238683127572,77.5
Albania_2008,Albania,2008,0.36309,1.46,77.6,0.5301069958847736,77.60000000000001
Albania_2009,Albania,2009,0.36248,1.47,78,0.5328395061728396,78.00000000000003
Albania_2010,Albania,2010,0.342,1.56,78.1,0.533522633744856,78.10000000000001
Argentina_1990,Argentina,1990,0.14439,3.43,72.5,0.4952674897119343,72.50000000000003
Argentina_1991,Argentina,1991,0.14029,3.54,72.7,0.49663374485596723,72.70000000000003
Argentina_1992,Argentina,1992,0.13776,3.61,72.8,0.4973168724279836,72.80000000000001
Argentina_1993,Argentina,1993,0.14413,3.46,73,0.49868312757201655,73.00000000000001
Argentina_1994,Argentina,1994,0.14124,3.55,73.4,0.5014156378600823,73.4
Argentina_1995,Argentina,1995,0.13663,3.67,73.4,0.5014156378600823,73.4
Argentina_1996,Argentina,1996,0.13144,3.82,73.5,0.5020987654320989,73.50000000000001
Armenia_1999,Armenia,1999,0.49713,0.988,71.9,0.49116872427983554,71.90000000000003
Armenia_2000,Armenia,2000,0.43385,1.14,72.4,0.4945843621399178,72.40000000000002
Armenia_2001,Armenia,2001,0.42695,1.16,72.5,0.4952674897119343,72.50000000000003
Armenia_2002,Armenia,2002,0.49172,1.01,72.7,0.49663374485596723,72.70000000000003
Armenia_2003,Armenia,2003,0.43245,1.15,72.8,0.4973168724279836,72.80000000000001
Armenia_2004,Armenia,2004,0.40543,1.23,73,0.49868312757201655,73.00000000000001
Armenia_2005,Armenia,2005,0.33924,1.47,73,0.49868312757201655,73.00000000000001
Armenia_2006,Armenia,2006,0.33515,1.49,73.1,0.499366255144033,73.10000000000001
Armenia_2007,Armenia,2007,0.28856,1.74,73.5,0.5020987654320989,73.50000000000001
Armenia_2008,Armenia,2008,0.26151,1.92,73.5,0.5020987654320989,73.50000000000001
Armenia_2009,Armenia,2009,0.33297,1.51,73.6,0.5027818930041151,73.6
Armenia_2010,Armenia,2010,0.3411,1.48,73.9,0.5048312757201647,73.90000000000002
Armenia_2011,Armenia,2011,0.29299,1.73,74.2,0.506880658436214,74.20000000000002
Armenia_2012,Armenia,2012,0.25609,1.99,74.6,0.5096131687242799,74.60000000000002
Armenia_2013,Armenia,2013,0.2686,1.91,75.1,0.5130288065843621,75.1
Armenia_2014,Armenia,2014,0.26896,1.91,75.2,0.5137119341563786,75.20000000000002
Armenia_2015,Armenia,2015,0.31093,1.65,75.1,0.5130288065843621,75.1
Armenia_2016,Armenia,2016,0.29227,1.76,75.3,0.5143950617283951,75.30000000000001
Australia_1990,Australia,1990,0.03207,16.4,77,0.5260082304526749,77
Australia_1991,Australia,1991,0.03244,16.3,77.4,0.5287407407407407,77.4
Australia_1992,Australia,1992,0.03232,16.4,77.6,0.5301069958847736,77.60000000000001
Australia_1993,Australia,1993,0.03245,16.4,77.9,0.5321563786008231,77.9
Australia_1994,Australia,1994,0.03229,16.5,78,0.5328395061728396,78.00000000000003
Australia_1995,Australia,1995,0.03146,17,78.3,0.534888888888889,78.30000000000001
Australia_1996,Australia,1996,0.03118,17.2,78.5,0.5362551440329218,78.50000000000001
Australia_1997,Australia,1997,0.03076,17.5,78.8,0.5383045267489712,78.80000000000001
Australia_1998,Australia,1998,0.03002,18,79.1,0.5403539094650206,79.10000000000001
Australia_1999,Australia,1999,0.02964,18.3,79.4,0.54240329218107,79.4
Australia_2000,Australia,2000,0.02943,18.5,79.7,0.5444526748971193,79.7
Australia_2001,Australia,2001,0.02942,18.6,80.1,0.5471851851851852,80.10000000000001
Australia_2002,Australia,2002,0.02933,18.7,80.3,0.5485514403292182,80.30000000000001
Australia_2003,Australia,2003,0.02913,18.9,80.6,0.5506008230452675,80.60000000000001
Australia_2004,Australia,2004,0.02863,19.3,80.9,0.552650205761317,80.90000000000002
Australia_2005,Australia,2005,0.02889,19.2,81.2,0.5546995884773663,81.20000000000002
Australia_2006,Australia,2006,0.02915,19.1,81.5,0.5567489711934157,81.50000000000001
Australia_2007,Australia,2007,0.029,19.2,81.5,0.5567489711934157,81.50000000000001
Australia_2008,Australia,2008,0.02937,19,81.7,0.5581152263374487,81.70000000000002
Australia_2009,Australia,2009,0.029760000000000002,18.8,81.9,0.5594814814814816,81.90000000000002
Australia_2010,Australia,2010,0.03048,18.4,82.1,0.5608477366255145,82.10000000000001
Australia_2011,Australia,2011,0.03123,18,82.3,0.5622139917695474,82.30000000000001
Australia_2012,Australia,2012,0.0317,17.8,82.6,0.5642633744855967,82.60000000000001
Australia_2013,Australia,2013,0.03304,17.1,82.7,0.5649465020576133,82.70000000000002
Australia_2014,Australia,2014,0.03383,16.7,82.7,0.5649465020576133,82.70000000000002
Australia_2015,Australia,2015,0.03363,16.8,82.7,0.5649465020576133,82.70000000000002
Austria_1990,Austria,1990,0.06425,8.08,76,0.5191769547325102,76
Austria_1991,Austria,1991,0.06123,8.49,76.1,0.5198600823045267,76.10000000000001
Austria_1992,Austria,1992,0.06752,7.72,76.3,0.5212263374485597,76.30000000000001
Austria_1993,Austria,1993,0.067780000000000007,7.71,76.5,0.5225925925925927,76.50000000000003
Austria_1994,Austria,1994,0.06796,7.71,76.7,0.5239588477366256,76.70000000000002
Austria_1995,Austria,1995,0.06534,8.05,77,0.5260082304526749,77
Austria_1996,Austria,1996,0.06249,8.45,77.3,0.5280576131687243,77.30000000000001
Austria_1997,Austria,1997,0.06311,8.41,77.7,0.5307901234567902,77.70000000000002
Austria_1998,Austria,1998,0.06373,8.35,77.9,0.5321563786008231,77.9
Austria_1999,Austria,1999,0.06539,8.17,78.2,0.5342057613168725,78.20000000000002
Austria_2000,Austria,2000,0.06524,8.22,78.5,0.5362551440329218,78.50000000000001
Austria_2001,Austria,2001,0.06202,8.69,78.9,0.5389876543209877,78.9
Austria_2002,Austria,2002,0.06084,8.87,79,0.5396707818930041,79.00000000000001
Austria_2003,Austria,2003,0.05676,9.52,79.1,0.5403539094650206,79.10000000000001
Austria_2004,Austria,2004,0.05723,9.49,79.5,0.5430864197530865,79.50000000000001
Austria_2005,Austria,2005,0.05661,9.63,79.8,0.5451358024691358,79.80000000000001
Austria_2006,Austria,2006,0.05877,9.31,80.1,0.5471851851851852,80.10000000000001
Austria_2007,Austria,2007,0.06122,8.96,80.3,0.5485514403292182,80.30000000000001
Austria_2008,Austria,2008,0.06214,8.85,80.5,0.5499176954732511,80.50000000000001
Austria_2009,Austria,2009,0.06789,8.1,80.5,0.5499176954732511,80.50000000000001
Austria_2010,Austria,2010,0.06418,8.6,80.8,0.5519670781893005,80.80000000000001
Austria_2011,Austria,2011,0.06667,8.3,81,0.5533333333333333,81.00000000000001
Austria_2012,Austria,2012,0.06977,7.95,81.2,0.5546995884773663,81.20000000000002
Austria_2013,Austria,2013,0.06968,7.97,81.3,0.5553827160493828,81.30000000000001
Austria_2014,Austria,2014,0.07433,7.49,81.5,0.5567489711934157,81.50000000000001
Austria_2015,Austria,2015,0.07239,7.7,81.6,0.5574320987654321,81.60000000000001
Austria_2016,Austria,2016,0.07257,7.7,81.8,0.558798353909465,81.8
Azerbaijan_1995,Azerbaijan,1995,0.10303,4.29,64.7,0.4419835390946503,64.70000000000002
Azerbaijan_1996,Azerbaijan,1996,0.11208,3.98,65.3,0.4460823045267491,65.30000000000001
Azerbaijan_1997,Azerbaijan,1997,0.11937,3.76,65.7,0.44881481481481494,65.70000000000002
Azerbaijan_1998,Azerbaijan,1998,0.11357,3.97,66,0.45086419753086426,66.00000000000001
Azerbaijan_1999,Azerbaijan,1999,0.12739,3.55,66.2,0.45223045267489725,66.20000000000002
Azerbaijan_2000,Azerbaijan,2000,0.1248,3.64,66.5,0.4542798353909466,66.50000000000001
Azerbaijan_2001,Azerbaijan,2001,0.13022,3.52,67.1,0.4583786008230453,67.10000000000001
Azerbaijan_2002,Azerbaijan,2002,0.12823,3.58,67.2,0.4590617283950619,67.20000000000002
Azerbaijan_2003,Azerbaijan,2003,0.1249,3.67,67.1,0.4583786008230453,67.10000000000001
Azerbaijan_2004,Azerbaijan,2004,0.12081,3.8,67.2,0.4590617283950619,67.20000000000002
Azerbaijan_2005,Azerbaijan,2005,0.11436,4.02,67.3,0.45974485596707826,67.30000000000001
Belarus_1998,Belarus,1998,0.0784,5.96,68.4,0.4672592592592594,68.40000000000002
Belarus_1999,Belarus,1999,0.08102,5.75,68.2,0.46589300411522644,68.20000000000002
Belarus_2000,Belarus,2000,0.08387,5.62,69,0.47135802469135807,69.00000000000001
Belarus_2001,Belarus,2001,0.08265,5.67,68.6,0.4686255144032922,68.60000000000001
Belgium_1990,Belgium,1990,0.04302,12.1,76.2,0.5205432098765432,76.20000000000002
Belgium_1991,Belgium,1991,0.04243,12.3,76.4,0.5219094650205761,76.4
Belgium_1992,Belgium,1992,0.04284,12.2,76.5,0.5225925925925927,76.50000000000003
Belgium_1993,Belgium,1993,0.04361,12,76.6,0.523275720164609,76.60000000000001
Belgium_1994,Belgium,1994,0.04265,12.3,76.8,0.524641975308642,76.80000000000001
Belgium_1995,Belgium,1995,0.04242,12.4,77,0.5260082304526749,77
Belgium_1996,Belgium,1996,0.04158,12.7,77.3,0.5280576131687243,77.30000000000001
Belgium_1997,Belgium,1997,0.04375,12.1,77.5,0.5294238683127572,77.5
Belgium_1998,Belgium,1998,0.04179,12.7,77.7,0.5307901234567902,77.70000000000002
Belgium_1999,Belgium,1999,0.04356,12.2,77.8,0.5314732510288065,77.8
Belgium_2000,Belgium,2000,0.04332,12.3,78,0.5328395061728396,78.00000000000003
Belgium_2001,Belgium,2001,0.04384,12.2,78.3,0.534888888888889,78.30000000000001
Belgium_2002,Belgium,2002,0.04396,12.2,78.5,0.5362551440329218,78.50000000000001
Belgium_2003,Belgium,2003,0.04371,12.3,78.7,0.5376213991769548,78.70000000000002
Belgium_2004,Belgium,2004,0.04393,12.3,79.1,0.5403539094650206,79.10000000000001
Belgium_2005,Belgium,2005,0.04552,11.9,79.3,0.5417201646090536,79.30000000000001
Belgium_2006,Belgium,2006,0.04648,11.7,79.6,0.5437695473251029,79.60000000000001
Belgium_2007,Belgium,2007,0.04824,11.3,79.8,0.5451358024691358,79.80000000000001
Belgium_2008,Belgium,2008,0.04873,11.2,79.9,0.5458189300411525,79.90000000000003
Belgium_2009,Belgium,2009,0.05504,9.93,80,0.5465020576131687,80.00000000000001
Belgium_2010,Belgium,2010,0.05268,10.4,80.2,0.5478683127572017,80.20000000000002
Belgium_2011,Belgium,2011,0.05794,9.48,80.4,0.5492345679012346,80.4
Belgium_2012,Belgium,2012,0.05997,9.17,80.5,0.5499176954732511,80.50000000000001
Belgium_2013,Belgium,2013,0.06051,9.11,80.7,0.5512839506172841,80.70000000000002
Belgium_2014,Belgium,2014,0.06472,8.55,81,0.5533333333333333,81.00000000000001
Belgium_2015,Belgium,2015,0.06267,8.84,81.1,0.5540164609053498,81.10000000000001
Bulgaria_2006,Bulgaria,2006,0.07153,6.8,71.2,0.4863868312757203,71.20000000000003
Bulgaria_2007,Bulgaria,2007,0.06645,7.35,71.5,0.4884362139917696,71.50000000000001
Bulgaria_2008,Bulgaria,2008,0.06841,7.18,71.9,0.49116872427983554,71.90000000000003
Bulgaria_2009,Bulgaria,2009,0.08048,6.12,72.1,0.4925349794238683,72.10000000000001
Bulgaria_2010,Bulgaria,2010,0.07669,6.44,72.3,0.49390123456790136,72.30000000000003
Bulgaria_2011,Bulgaria,2011,0.06898,7.2,72.7,0.49663374485596723,72.70000000000003
Bulgaria_2012,Bulgaria,2012,0.07567,6.59,73,0.49868312757201655,73.00000000000001
Bulgaria_2013,Bulgaria,2013,0.08574,5.84,73.3,0.500732510288066,73.30000000000003
Bulgaria_2014,Bulgaria,2014,0.08005,6.23,73,0.49868312757201655,73.00000000000001
Canada_1990,Canada,1990,0.03147,16.8,77.4,0.5287407407407407,77.4
Canada_1991,Canada,1991,0.03272,16.2,77.6,0.5301069958847736,77.60000000000001
Canada_1992,Canada,1992,0.03221,16.5,77.8,0.5314732510288065,77.8
Canada_1993,Canada,1993,0.03241,16.4,77.8,0.5314732510288065,77.8
Canada_1994,Canada,1994,0.03191,16.7,78,0.5328395061728396,78.00000000000003
Canada_1995,Canada,1995,0.03138,17,78.1,0.533522633744856,78.10000000000001
Canada_1996,Canada,1996,0.03096,17.3,78.4,0.5355720164609055,78.40000000000002
Canada_1997,Canada,1997,0.03051,17.6,78.6,0.5369382716049382,78.60000000000001
Canada_1998,Canada,1998,0.03024,17.8,78.8,0.5383045267489712,78.80000000000001
Canada_1999,Canada,1999,0.02985,18.1,79.1,0.5403539094650206,79.10000000000001
Canada_2000,Canada,2000,0.02901,18.7,79.4,0.54240329218107,79.4
Canada_2001,Canada,2001,0.02971,18.3,79.6,0.5437695473251029,79.60000000000001
Canada_2002,Canada,2002,0.02979,18.3,79.8,0.5451358024691358,79.80000000000001
Canada_2003,Canada,2003,0.02922,18.7,80,0.5465020576131687,80.00000000000001
Canada_2004,Canada,2004,0.02978,18.4,80.2,0.5478683127572017,80.20000000000002
Canada_2005,Canada,2005,0.03068,17.9,80.4,0.5492345679012346,80.4
Chile_1990,Chile,1990,0.20218,2.48,73.4,0.5014156378600823,73.4
Chile_1991,Chile,1991,0.21943,2.31,74.2,0.506880658436214,74.20000000000002
Chile_1992,Chile,1992,0.21715,2.35,74.7,0.5102962962962964,74.70000000000002
Chile_1993,Chile,1993,0.20827,2.46,75,0.5123456790123457,75.00000000000001
Chile_1994,Chile,1994,0.1924,2.67,75.2,0.5137119341563786,75.20000000000002
Colombia_1992,Colombia,1992,0.27134,1.79,71.1,0.48570370370370375,71.10000000000001
Colombia_1993,Colombia,1993,0.27061,1.81,71.7,0.48980246913580255,71.70000000000002
Colombia_1994,Colombia,1994,0.26339,1.87,72.1,0.4925349794238683,72.10000000000001
Costa Rica_1990,Costa Rica,1990,0.56245,0.934,76.9,0.5253251028806586,76.90000000000002
Costa Rica_1991,Costa Rica,1991,0.51002,1.03,76.9,0.5253251028806586,76.90000000000002
Costa Rica_1992,Costa Rica,1992,0.46081,1.14,76.9,0.5253251028806586,76.90000000000002
Costa Rica_1993,Costa Rica,1993,0.45799,1.15,77.1,0.5266913580246914,77.10000000000001
Costa Rica_1994,Costa Rica,1994,0.34976,1.5,76.8,0.524641975308642,76.80000000000001
Costa Rica_1995,Costa Rica,1995,0.38426,1.36,76.5,0.5225925925925927,76.50000000000003
Croatia_2009,Croatia,2009,0.10369,5.04,76.5,0.5225925925925927,76.50000000000003
Croatia_2010,Croatia,2010,0.10773,4.87,76.8,0.524641975308642,76.80000000000001
Croatia_2011,Croatia,2011,0.10973,4.8,77.1,0.5266913580246914,77.10000000000001
Croatia_2012,Croatia,2012,0.11882,4.45,77.4,0.5287407407407407,77.4
Croatia_2013,Croatia,2013,0.12303,4.32,77.8,0.5314732510288065,77.8
Croatia_2014,Croatia,2014,0.12792,4.16,77.9,0.5321563786008231,77.9
Croatia_2015,Croatia,2015,0.12578,4.22,77.7,0.5307901234567902,77.70000000000002
Croatia_2016,Croatia,2016,0.12455,4.3,78.4,0.5355720164609055,78.40000000000002
Cyprus_2004,Cyprus,2004,0.06875,7.74,77.9,0.5321563786008231,77.9
Cyprus_2005,Cyprus,2005,0.06831,7.79,77.9,0.5321563786008231,77.9
Cyprus_2006,Cyprus,2006,0.06814,7.84,78.2,0.5342057613168725,78.20000000000002
Cyprus_2007,Cyprus,2007,0.06678,8.01,78.3,0.534888888888889,78.30000000000001
Cyprus_2008,Cyprus,2008,0.06704,8.03,78.8,0.5383045267489712,78.80000000000001
Cyprus_2009,Cyprus,2009,0.07036,7.68,79.1,0.5403539094650206,79.10000000000001
Cyprus_2010,Cyprus,2010,0.07491,7.25,79.5,0.5430864197530865,79.50000000000001
Cyprus_2011,Cyprus,2011,0.07912,6.89,79.8,0.5451358024691358,79.80000000000001
Cyprus_2012,Cyprus,2012,0.08604,6.36,80.1,0.5471851851851852,80.10000000000001
Cyprus_2013,Cyprus,2013,0.0959,5.72,80.3,0.5485514403292182,80.30000000000001
Cyprus_2014,Cyprus,2014,0.09139,6.01,80.4,0.5492345679012346,80.4
Cyprus_2015,Cyprus,2015,0.09181,5.99,80.5,0.5499176954732511,80.50000000000001
Cyprus_2016,Cyprus,2016,0.08764,6.29,80.7,0.5512839506172841,80.70000000000002
Czechia_1993,Czechia,1993,0.03722,13.4,73,0.49868312757201655,73.00000000000001
Czechia_1994,Czechia,1994,0.03907,12.8,73.2,0.5000493827160494,73.20000000000002
Czechia_1995,Czechia,1995,0.03948,12.7,73.4,0.5014156378600823,73.4
Czechia_1996,Czechia,1996,0.03889,13,74,0.505514403292181,74
Czechia_1997,Czechia,1997,0.03986,12.7,74.1,0.5061975308641975,74.1
Czechia_1998,Czechia,1998,0.04217,12.1,74.7,0.5102962962962964,74.70000000000002
Czechia_1999,Czechia,1999,0.04534,11.3,75,0.5123456790123457,75.00000000000001
Czechia_2000,Czechia,2000,0.04143,12.4,75.2,0.5137119341563786,75.20000000000002
Czechia_2001,Czechia,2001,0.04159,12.4,75.5,0.515761316872428,75.5
Czechia_2002,Czechia,2002,0.04274,12.1,75.7,0.517127572016461,75.70000000000002
Czechia_2003,Czechia,2003,0.04132,12.5,75.6,0.5164444444444444,75.60000000000001
Czechia_2004,Czechia,2004,0.04159,12.5,76.1,0.5198600823045267,76.10000000000001
Czechia_2005,Czechia,2005,0.04243,12.3,76.4,0.5219094650205761,76.4
Czechia_2006,Czechia,2006,0.04276,12.3,77,0.5260082304526749,77
Czechia_2007,Czechia,2007,0.04253,12.4,77.2,0.5273744855967079,77.20000000000002
Czechia_2008,Czechia,2008,0.04475,11.8,77.3,0.5280576131687243,77.30000000000001
Czechia_2009,Czechia,2009,0.04819,11,77.6,0.5301069958847736,77.60000000000001
Czechia_2010,Czechia,2010,0.04745,11.2,77.8,0.5314732510288065,77.8
Czechia_2011,Czechia,2011,0.04888,10.9,78,0.5328395061728396,78.00000000000003
Czechia_2012,Czechia,2012,0.05094,10.5,78.3,0.534888888888889,78.30000000000001
Czechia_2013,Czechia,2013,0.05309,10.1,78.5,0.5362551440329218,78.50000000000001
Czechia_2014,Czechia,2014,0.0549,9.83,79,0.5396707818930041,79.00000000000001
Czechia_2015,Czechia,2015,0.05457,9.89,79,0.5396707818930041,79.00000000000001
Czechia_2016,Czechia,2016,0.0541,10,79.2,0.5410370370370371,79.20000000000002
Denmark_1990,Denmark,1990,0.0494,10.4,75.2,0.5137119341563786,75.20000000000002
Denmark_1991,Denmark,1991,0.04121,12.5,75.4,0.5150781893004116,75.40000000000002
Denmark_1992,Denmark,1992,0.04564,11.3,75.5,0.515761316872428,75.5
Denmark_1993,Denmark,1993,0.04408,11.7,75.5,0.515761316872428,75.5
Denmark_1994,Denmark,1994,0.04159,12.4,75.5,0.515761316872428,75.5
Denmark_1995,Denmark,1995,0.04377,11.8,75.6,0.5164444444444444,75.60000000000001
Denmark_1996,Denmark,1996,0.03626,14.3,75.9,0.518493827160494,75.90000000000002
Denmark_1997,Denmark,1997,0.04203,12.4,76.3,0.5212263374485597,76.30000000000001
Denmark_1998,Denmark,1998,0.04517,11.6,76.7,0.5239588477366256,76.70000000000002
Denmark_1999,Denmark,1999,0.04763,11,76.7,0.5239588477366256,76.70000000000002
Denmark_2000,Denmark,2000,0.0517,10.2,77.2,0.5273744855967079,77.20000000000002
Denmark_2001,Denmark,2001,0.05077,10.4,77.3,0.5280576131687243,77.30000000000001
Denmark_2002,Denmark,2002,0.05133,10.3,77.4,0.5287407407407407,77.4
Denmark_2003,Denmark,2003,0.04697,11.3,77.7,0.5307901234567902,77.70000000000002
Denmark_2004,Denmark,2004,0.05224,10.2,78,0.5328395061728396,78.00000000000003
Denmark_2005,Denmark,2005,0.05624,9.51,78.3,0.534888888888889,78.30000000000001
Denmark_2006,Denmark,2006,0.0492,10.9,78.5,0.5362551440329218,78.50000000000001
Denmark_2007,Denmark,2007,0.05376,10,78.7,0.5376213991769548,78.70000000000002
Denmark_2008,Denmark,2008,0.05784,9.33,79,0.5396707818930041,79.00000000000001
Denmark_2009,Denmark,2009,0.0612,8.84,79.2,0.5410370370370371,79.20000000000002
Denmark_2010,Denmark,2010,0.0613,8.86,79.5,0.5430864197530865,79.50000000000001
Denmark_2011,Denmark,2011,0.06883,7.93,79.9,0.5458189300411525,79.90000000000003
Denmark_2012,Denmark,2012,0.07715,7.11,80.3,0.5485514403292182,80.30000000000001
Denmark_2013,Denmark,2013,0.07421,7.41,80.5,0.5499176954732511,80.50000000000001
Denmark_2014,Denmark,2014,0.08325,6.63,80.8,0.5519670781893005,80.80000000000001
Denmark_2015,Denmark,2015,0.08939,6.19,81,0.5533333333333333,81.00000000000001
El Salvador_1991,El Salvador,1991,0.81027,0.591,70.1,0.47887242798353913,70.10000000000001
El Salvador_1992,El Salvador,1992,0.789,0.613,70.8,0.48365432098765443,70.80000000000003
El Salvador_1993,El Salvador,1993,0.66805,0.725,70.9,0.48433744855967087,70.90000000000002
Estonia_2003,Estonia,2003,0.0394,12.5,72.1,0.4925349794238683,72.10000000000001
Estonia_2004,Estonia,2004,0.039,12.7,72.5,0.4952674897119343,72.50000000000003
Estonia_2005,Estonia,2005,0.03958,12.6,73,0.49868312757201655,73.00000000000001
Estonia_2006,Estonia,2006,0.04104,12.2,73.3,0.500732510288066,73.30000000000003
Estonia_2007,Estonia,2007,0.03361,14.9,73.3,0.500732510288066,73.30000000000003
Estonia_2008,Estonia,2008,0.03821,13.3,74.4,0.508246913580247,74.40000000000002
Estonia_2009,Estonia,2009,0.04713,10.9,75.2,0.5137119341563786,75.20000000000002
Estonia_2010,Estonia,2010,0.03645,14.3,76.3,0.5212263374485597,76.30000000000001
Estonia_2011,Estonia,2011,0.0362,14.4,76.3,0.5212263374485597,76.30000000000001
Estonia_2012,Estonia,2012,0.03843,13.6,76.5,0.5225925925925927,76.50000000000003
Estonia_2013,Estonia,2013,0.03539,14.9,77.2,0.5273744855967079,77.20000000000002
Estonia_2014,Estonia,2014,0.03667,14.4,77.3,0.5280576131687243,77.30000000000001
Estonia_2015,Estonia,2015,0.04392,12.1,77.8,0.5314732510288065,77.8
Finland_1990,Finland,1990,0.04518,11.4,75.4,0.5150781893004116,75.40000000000002
Finland_1991,Finland,1991,0.04701,11,75.7,0.517127572016461,75.70000000000002
Finland_1992,Finland,1992,0.04807,10.8,76,0.5191769547325102,76
Finland_1993,Finland,1993,0.04696,11.1,76.3,0.5212263374485597,76.30000000000001
Finland_1994,Finland,1994,0.04336,12.1,76.8,0.524641975308642,76.80000000000001
Finland_1995,Finland,1995,0.04608,11.4,76.9,0.5253251028806586,76.90000000000002
Finland_1996,Finland,1996,0.04219,12.5,77.2,0.5273744855967079,77.20000000000002
Finland_1997,Finland,1997,0.04328,12.2,77.3,0.5280576131687243,77.30000000000001
Finland_1998,Finland,1998,0.0461,11.5,77.6,0.5301069958847736,77.60000000000001
Finland_1999,Finland,1999,0.04662,11.4,77.8,0.5314732510288065,77.8
Finland_2000,Finland,2000,0.04844,11,78,0.5328395061728396,78.00000000000003
Finland_2001,Finland,2001,0.04463,12,78.4,0.5355720164609055,78.40000000000002
Finland_2002,Finland,2002,0.04296,12.5,78.6,0.5369382716049382,78.60000000000001
Finland_2003,Finland,2003,0.03873,13.9,78.8,0.5383045267489712,78.80000000000001
Finland_2004,Finland,2004,0.04088,13.2,79,0.5396707818930041,79.00000000000001
Finland_2005,Finland,2005,0.0497,10.9,79.3,0.5417201646090536,79.30000000000001
Finland_2006,Finland,2006,0.04183,13,79.6,0.5437695473251029,79.60000000000001
Finland_2007,Finland,2007,0.04321,12.6,79.7,0.5444526748971193,79.7
Finland_2008,Finland,2008,0.04968,11,80,0.5465020576131687,80.00000000000001
Finland_2009,Finland,2009,0.05218,10.5,80.2,0.5478683127572017,80.20000000000002
Finland_2010,Finland,2010,0.04577,12,80.4,0.5492345679012346,80.4
Finland_2011,Finland,2011,0.0525,10.5,80.7,0.5512839506172841,80.70000000000002
Finland_2012,Finland,2012,0.05836,9.47,80.9,0.552650205761317,80.90000000000002
Finland_2013,Finland,2013,0.05827,9.52,81.2,0.5546995884773663,81.20000000000002
Finland_2014,Finland,2014,0.0637,8.73,81.4,0.5560658436213992,81.40000000000002
France_1990,France,1990,0.07449,7.08,77.2,0.5273744855967079,77.20000000000002
France_1991,France,1991,0.0705,7.5,77.4,0.5287407407407407,77.4
France_1992,France,1992,0.07282,7.28,77.6,0.5301069958847736,77.60000000000001
France_1993,France,1993,0.07703,6.9,77.8,0.5314732510288065,77.8
France_1994,France,1994,0.07847,6.79,78,0.5328395061728396,78.00000000000003
France_1995,France,1995,0.07765,6.88,78.2,0.5342057613168725,78.20000000000002
France_1996,France,1996,0.07512,7.13,78.4,0.5355720164609055,78.40000000000002
France_1997,France,1997,0.07702,6.98,78.7,0.5376213991769548,78.70000000000002
France_1998,France,1998,0.07384,7.29,78.8,0.5383045267489712,78.80000000000001
France_1999,France,1999,0.07496,7.19,78.9,0.5389876543209877,78.9
France_2000,France,2000,0.07663,7.06,79.2,0.5410370370370371,79.20000000000002
France_2001,France,2001,0.07641,7.09,79.3,0.5417201646090536,79.30000000000001
France_2002,France,2002,0.07803,6.96,79.5,0.5430864197530865,79.50000000000001
France_2003,France,2003,0.07756,7.02,79.7,0.5444526748971193,79.7
France_2004,France,2004,0.07848,6.99,80.3,0.5485514403292182,80.30000000000001
France_2005,France,2005,0.07877,6.99,80.6,0.5506008230452675,80.60000000000001
France_2006,France,2006,0.08153,6.77,80.8,0.5519670781893005,80.80000000000001
France_2007,France,2007,0.08445,6.56,81.1,0.5540164609053498,81.10000000000001
France_2008,France,2008,0.0864,6.42,81.2,0.5546995884773663,81.20000000000002
France_2009,France,2009,0.09086,6.12,81.4,0.5560658436213992,81.40000000000002
France_2010,France,2010,0.08991,6.2,81.6,0.5574320987654321,81.60000000000001
France_2011,France,2011,0.09668,5.78,81.8,0.558798353909465,81.8
France_2012,France,2012,0.09725,5.76,82,0.560164609053498,82.00000000000001
France_2013,France,2013,0.09778,5.75,82.3,0.5622139917695474,82.30000000000001
France_2014,France,2014,0.10789,5.23,82.6,0.5642633744855967,82.60000000000001
Germany_1991,Germany,1991,0.04045,12.8,75.8,0.5178106995884774,75.80000000000001
Germany_1992,Germany,1992,0.04302,12.1,76.2,0.5205432098765432,76.20000000000002
Germany_1993,Germany,1993,0.0438,11.9,76.3,0.5212263374485597,76.30000000000001
Germany_1994,Germany,1994,0.04511,11.6,76.6,0.523275720164609,76.60000000000001
Germany_1995,Germany,1995,0.04529,11.6,76.9,0.5253251028806586,76.90000000000002
Germany_1996,Germany,1996,0.04463,11.8,77.1,0.5266913580246914,77.10000000000001
Germany_1997,Germany,1997,0.04604,11.5,77.5,0.5294238683127572,77.5
