dmu,country,year,efficiencies,material_footprint.x,income.x,material_footprint.y,income.y
Thailand_1996,Thailand,1996,0.00368,10.1,10.5,0.03714622641509434,10.5
Thailand_1997,Thailand,1997,0.00382,9.35,10.1,0.03573113207547169,10.1
Thailand_1998,Thailand,1998,0.00498,6.52,9.18,0.032476415094339614,9.179999999999998
Thailand_1999,Thailand,1999,0.00481,6.98,9.49,0.03357311320754716,9.489999999999998
Thailand_2000,Thailand,2000,0.00451,7.69,9.81,0.034705188679245276,9.809999999999999
Thailand_2001,Thailand,2001,0.00466,7.66,10.1,0.03573113207547169,10.1
Thailand_2002,Thailand,2002,0.0046,8.16,10.6,0.03749999999999999,10.599999999999998
Thailand_2003,Thailand,2003,0.00429,9.32,11.3,0.03997641509433962,11.3
Thailand_2004,Thailand,2004,0.00413,10.2,11.9,0.04209905660377358,11.9
Thailand_2005,Thailand,2005,0.00414,10.5,12.3,0.043514150943396224,12.3
Thailand_2006,Thailand,2006,0.00394,11.5,12.8,0.045283018867924525,12.799999999999999
Thailand_2007,Thailand,2007,0.00415,11.5,13.5,0.04775943396226415,13.5
Thailand_2008,Thailand,2008,0.00408,11.8,13.6,0.04811320754716981,13.6
Thailand_2009,Thailand,2009,0.00442,10.8,13.5,0.04775943396226415,13.5
Thailand_2010,Thailand,2010,0.00421,12.1,14.4,0.05094339622641509,14.399999999999999
Thailand_2011,Thailand,2011,0.00383,13.3,14.4,0.05094339622641509,14.399999999999999
Thailand_2012,Thailand,2012,0.00395,13.8,15.4,0.054481132075471686,15.399999999999999
Thailand_2013,Thailand,2013,0.00396,14.1,15.8,0.05589622641509433,15.799999999999999
Thailand_2014,Thailand,2014,0.00396,14.2,15.9,0.056249999999999994,15.899999999999999
Thailand_2015,Thailand,2015,0.004,14.4,16.3,0.05766509433962263,16.299999999999997
Thailand_2016,Thailand,2016,0.00407,14.6,16.8,0.05943396226415094,16.8
Trinidad and Tobago_1990,Trinidad and Tobago,1990,0.00893,4,10.1,0.03573113207547169,10.1
Trinidad and Tobago_1991,Trinidad and Tobago,1991,0.00456,7.99,10.3,0.03643867924528302,10.3
Trinidad and Tobago_1992,Trinidad and Tobago,1992,0.01015,3.94,11.3,0.03997641509433962,11.3
Tunisia_2009,Tunisia,2009,0.00651,5.71,10.5,0.03714622641509434,10.5
Turkey_2009,Turkey,2009,0.00547,12.1,18.7,0.06615566037735848,18.7
Turkey_2010,Turkey,2010,0.00505,14,20,0.07075471698113206,20
Turkey_2011,Turkey,2011,0.005,15.5,21.9,0.0774764150943396,21.899999999999995
Turkey_2012,Turkey,2012,0.00516,15.5,22.6,0.07995283018867924,22.6
Turkey_2013,Turkey,2013,0.00543,15.7,24.1,0.08525943396226414,24.1
Turkey_2014,Turkey,2014,0.00568,15.5,24.9,0.08808962264150942,24.9
Turkey_2015,Turkey,2015,0.0059,15.6,26,0.09198113207547168,25.999999999999996
Ukraine_1995,Ukraine,1995,0.0052,5.38,7.91,0.02798349056603773,7.909999999999999
Ukraine_1996,Ukraine,1996,0.00562,4.52,7.18,0.025400943396226408,7.179999999999999
Ukraine_1997,Ukraine,1997,0.00527,4.72,7.03,0.024870283018867918,7.029999999999999
Ukraine_1998,Ukraine,1998,0.00645,3.82,6.96,0.024622641509433957,6.96
Ukraine_1999,Ukraine,1999,0.00676,3.67,7.01,0.02479952830188679,7.01
Ukraine_2000,Ukraine,2000,0.0065,4.08,7.5,0.02653301886792452,7.499999999999998
Ukraine_2001,Ukraine,2001,0.00602,4.84,8.24,0.029150943396226408,8.239999999999998
Ukraine_2002,Ukraine,2002,0.00648,4.79,8.77,0.03102594339622641,8.77
Ukraine_2003,Ukraine,2003,0.00702,4.88,9.68,0.034245283018867916,9.68
Ukraine_2004,Ukraine,2004,0.00614,6.28,10.9,0.03856132075471697,10.899999999999999
United Kingdom_1990,United Kingdom,1990,0.00631,17.5,31.2,0.110377358490566,31.199999999999992
United Kingdom_1991,United Kingdom,1991,0.00592,18.4,30.8,0.10896226415094337,30.799999999999997
United Kingdom_1992,United Kingdom,1992,0.00602,18.1,30.8,0.10896226415094337,30.799999999999997
United Kingdom_1993,United Kingdom,1993,0.0064,17.4,31.5,0.11143867924528299,31.499999999999993
United Kingdom_1994,United Kingdom,1994,0.00607,19,32.6,0.11533018867924526,32.599999999999994
United Kingdom_1995,United Kingdom,1995,0.00588,20.1,33.4,0.11816037735849054,33.39999999999999
United Kingdom_1996,United Kingdom,1996,0.00609,19.8,34.1,0.12063679245283015,34.099999999999994
United Kingdom_1997,United Kingdom,1997,0.00579,21.8,35.7,0.12629716981132075,35.699999999999996
United Kingdom_1998,United Kingdom,1998,0.00557,23.3,36.7,0.12983490566037736,36.7
United Kingdom_1999,United Kingdom,1999,0.00544,24.5,37.7,0.13337264150943395,37.7
United Kingdom_2000,United Kingdom,2000,0.00531,25.9,38.9,0.13761792452830185,38.89999999999999
United Kingdom_2001,United Kingdom,2001,0.00577,24.3,39.6,0.14009433962264148,39.599999999999994
United Kingdom_2002,United Kingdom,2002,0.0058,24.5,40.2,0.14221698113207545,40.199999999999996
United Kingdom_2003,United Kingdom,2003,0.00599,24.4,41.3,0.1461084905660377,41.3
United Kingdom_2004,United Kingdom,2004,0.00574,25.9,42,0.14858490566037735,42
United Kingdom_2005,United Kingdom,2005,0.00561,27,42.8,0.1514150943396226,42.8
United Kingdom_2006,United Kingdom,2006,0.00563,27.4,43.6,0.1542452830188679,43.599999999999994
United Kingdom_2007,United Kingdom,2007,0.00573,27.3,44.2,0.1563679245283019,44.2
United Kingdom_2008,United Kingdom,2008,0.0061,25.4,43.8,0.1549528301886792,43.79999999999999
United Kingdom_2009,United Kingdom,2009,0.00685,21.5,41.6,0.1471698113207547,41.6
United Kingdom_2010,United Kingdom,2010,0.00668,22.3,42.1,0.148938679245283,42.099999999999994
United Kingdom_2011,United Kingdom,2011,0.00679,22.1,42.4,0.14999999999999997,42.39999999999999
United Kingdom_2012,United Kingdom,2012,0.00676,22.4,42.8,0.1514150943396226,42.8
United Kingdom_2013,United Kingdom,2013,0.00687,22.3,43.3,0.1531839622641509,43.29999999999999
United Kingdom_2014,United Kingdom,2014,0.00695,22.5,44.2,0.1563679245283019,44.2
United Kingdom_2015,United Kingdom,2015,0.00701,22.7,45,0.15919811320754715,45
United States_1990,United States,1990,0.00514,27.8,40.4,0.14292452830188676,40.4
United States_1991,United States,1991,0.00533,26.5,39.9,0.14115566037735847,39.89999999999999
United States_1992,United States,1992,0.00516,27.9,40.7,0.14398584905660378,40.7
United States_1993,United States,1993,0.00545,26.8,41.3,0.1461084905660377,41.3
United States_1994,United States,1994,0.00512,29.3,42.4,0.14999999999999997,42.39999999999999
United States_1995,United States,1995,0.00512,29.7,43,0.15212264150943394,42.99999999999999
United States_1996,United States,1996,0.00503,31,44.1,0.15601415094339618,44.099999999999994
United States_1997,United States,1997,0.00485,33.2,45.5,0.16096698113207542,45.49999999999999
United States_1998,United States,1998,0.00464,35.8,47,0.16627358490566035,47
United States_1999,United States,1999,0.00479,36,48.7,0.17228773584905657,48.699999999999996
United States_2000,United States,2000,0.00487,36.4,50.1,0.17724056603773583,50.1
United States_2001,United States,2001,0.00492,36,50.1,0.17724056603773583,50.1
United States_2002,United States,2002,0.005,35.7,50.5,0.17865566037735847,50.5
United States_2003,United States,2003,0.00513,35.5,51.5,0.18219339622641506,51.49999999999999
United States_2004,United States,2004,0.00495,37.9,53,0.1875,53
United States_2005,United States,2005,0.00486,39.6,54.4,0.19245283018867923,54.4
United States_2006,United States,2006,0.00492,39.8,55.4,0.19599056603773582,55.4
United States_2007,United States,2007,0.0052,38,55.9,0.1977594339622641,55.89999999999999
Venezuela_1990,Venezuela,1990,0.0089,6.12,15.4,0.054481132075471686,15.399999999999999
Venezuela_1991,Venezuela,1991,0.00753,7.8,16.6,0.05872641509433962,16.6
Venezuela_1992,Venezuela,1992,0.00612,10,17.3,0.06120283018867924,17.3
Venezuela_1993,Venezuela,1993,0.00678,8.92,17.1,0.06049528301886792,17.1
Venezuela_1994,Venezuela,1994,0.00726,7.99,16.4,0.05801886792452828,16.399999999999995
