dmu,country,year,efficiencies,CO2,material_footprint,foreign_investment,life_expectancy,income,mean_years_in_school,murder,income_share_20,target_input.CO2,target_input.material_footprint,target_input.foreign_investment,target_output.life_expectancy,target_output.income,target_output.mean_years_in_school,target_output.murder,continent
Romania_2013,Romania,2013,0.81837,3.84,15.4,447.98,75.3,22.2,10.9,99.99858,5,3.142538015094463,12.60288683136842,366.6130677088587,75.3,22.2,11.152557398048556,99.99857999998932,Europe
Romania_2014,Romania,2014,0.81784,3.87,15.9,448.07,75,23.1,10.9,99.99858,4.9,3.1650473220884736,13.003681727964693,366.4503745156632,75.00002147333016,23.10000296671009,11.452956871304188,99.99860825433234,Europe
Romania_2015,Romania,2015,0.82538,3.91,16.4,447.57,75.3,23.9,10.9,99.99885,5.1,3.2272186348458347,13.536160002933935,369.4133617386062,75.29999999999998,23.9,11.394612713729005,99.99884999995952,Europe
Romania_2016,Romania,2016,0.84012,3.83,16.5,446.68,75.3,25.1,11,99.99881,5.6,3.2176750606654076,13.862046605412502,375.26660474985084,75.30000001052272,25.100000001453804,11.597473211535794,99.99881001379984,Europe
Russia_1997,Russia,1997,0.82703,9.99,6.72,448.8,67.2,13,10.6,99.9778,6.3,2.199718436769148,5.557659398441397,371.1722526815395,71.59682982052439,12.999999999998439,10.729655268010143,99.99488117262774,Europe
Russia_1998,Russia,1998,0.84601,9.9,5.81,448.98,67.5,12.4,10.8,99.9788,6.2,2.143809835243146,4.915304529275881,379.8405210936907,71.41265149125583,12.400000000001505,10.800000000000002,99.99478885486701,Europe
Serbia_2012,Serbia,2012,0.70633,4.89,16.5,447.06,74.8,14.9,10.5,99.99852,4.7,3.281913258831076,11.654478737134289,315.7728038923185,74.8,14.900000000000002,10.5,99.99852000000487,Europe
Serbia_2013,Serbia,2013,0.6588,5,18.7,445.74,74.9,15.4,10.4,99.99814,4.7,3.2940197379646246,12.319633819987693,293.65527156557334,74.9,15.4,10.400000000000002,99.99814000000013,Europe
Serbia_2014,Serbia,2014,0.69335,4.18,18.3,445.75,75,15.2,10.7,99.99865,4.3,2.898185584997386,12.68822875728521,309.0589053857858,75.00000000000001,15.200000000000001,10.84362260674142,99.99864999998682,Europe
Serbia_2015,Serbia,2015,0.67535,4.93,19.7,444.09,75.1,15.6,11,99.99883,4.4,3.108269791463555,13.304328945970186,299.91469246779263,75.10000000005599,15.600000000034544,11.000000000009642,99.99883000005056,Europe
Slovakia_2004,Slovakia,2004,0.60273,7.95,24.1,442.93,74.6,18.8,10.6,99.99847,8.7,4.360581330334904,14.525725484511666,266.9659580437656,74.6,18.8,10.600000000000001,99.99847000000544,Europe
Slovakia_2005,Slovakia,2005,0.58712,7.94,26.3,443.75,74.5,20.1,10.8,99.99861,8.7,4.661701009952961,15.441150700473912,260.5327233207338,74.62379066605727,20.100000000000005,10.800000000000002,99.99861000000028,Europe
Slovakia_2006,Slovakia,2006,0.57236,7.9,29.1,441.94,74.7,21.8,10.9,99.99869333333334,9.3,4.521615642278722,16.655571614758987,252.94719323540147,75.6180872056819,21.800000624839598,10.900000129042962,99.99869430357684,Europe
Slovakia_2007,Slovakia,2007,0.56937,7.6,31.5,444.16,74.7,24.1,11.1,99.99877666666669,9.5,4.327224757368183,17.935207875933916,252.89212476745422,76.67135309642057,24.1,11.099999999999998,99.99877666664533,Europe
Slovakia_2008,Slovakia,2008,0.5738,7.67,32.4,445.4,75,25.5,11.2,99.99886,9.2,4.4010506007182215,18.591139434585443,255.57078716556657,76.90663709831317,25.500000000000004,11.200000000000001,99.99885999992404,Europe
Slovakia_2009,Slovakia,2009,0.61093,6.98,28.9,448.3,75.3,24,11.4,99.99904,8.6,4.26429545058678,17.65589377105414,273.8801791544489,76.44514504642399,24,11.4,99.99903999997152,Europe
Slovakia_2010,Slovakia,2010,0.60816,7.13,31.2,447.67,75.8,25.5,11.6,99.999024,8.5,4.336169332580323,18.974541819255315,272.2542673059305,76.9214129198295,25.500000004739828,11.600000004777444,99.99902403758344,Europe
Slovakia_2011,Slovakia,2011,0.67578,7.04,32.8,444.54,76,26.2,12.1,99.9990575,8.7,4.75748525649515,22.16555630867058,300.4108658980618,77.38287954752177,26.200000000000003,12.099999999999998,99.9990574999557,Europe
Slovakia_2012,Slovakia,2012,0.71566,6.65,33.5,448.12,76.3,26.5,12.3,99.999091,8.6,4.759140356838669,23.974616835202326,320.7016506325631,77.70260987239348,26.672355565426756,12.3,99.99909099994083,Europe
Slovakia_2013,Slovakia,2013,0.69443,6.57,33.4,448.98,76.7,26.6,12.2,99.999002,8.3,4.5624146027611525,23.194010309318486,311.785830798737,77.48968297826684,26.6,12.200000000000001,99.99900199994849,Europe
Slovakia_2014,Slovakia,2014,0.73564,6.2,33.9,450.359,76.9,27.3,12.3,99.999268,8.4,4.560989532848756,24.93831373607085,331.30365887495907,78.53930336155842,33.52111299943142,12.3,99.99926799993943,Europe
Slovenia_2004,Slovenia,2004,0.75147,8.37,22,447.78,77.4,30,12,99.99835,9.8,5.817808382972425,16.53243656824622,336.49520234885506,77.40000004339811,30.00000000266973,12.000000006404957,99.99835005985126,Europe
Slovenia_2005,Slovenia,2005,0.76537,8.5,22.4,447.32,78.1,31.1,11.7,99.99893,9.9,5.636610804595518,17.14432027919235,342.3659530039429,78.09999999999998,31.099999999999998,11.700000000000001,99.9989299999961,Europe
Slovenia_2006,Slovenia,2006,0.75867,8.57,24.4,448.25,78.3,32.8,11.8,99.999459,10,6.238035274479808,18.511476468602172,340.07251340372636,78.30000000000001,32.8,11.8,99.99945899998697,Europe
Slovenia_2007,Slovenia,2007,0.72174,8.59,27,446.08,78.6,34.9,11.8,99.999159,10,6.199740104379966,19.48695958764282,321.9534419404163,78.60000002754838,34.900000022554885,11.800000004414382,99.99915903317967,Europe
Slovenia_2008,Slovenia,2008,0.7348,9.01,27.9,448.06,79.1,36.1,11.9,99.999502,10.2,6.620521716685397,20.500838612155672,329.23318095205997,79.10000000000001,36.1,11.899999999999999,99.99950199998186,Europe
Slovenia_2009,Slovenia,2009,0.82209,8.03,23.7,450.686,79.4,33.1,12.1,99.999483,9.8,6.601406398166641,19.483602942901854,370.50578379011336,79.4000000105482,36.2696944606444,12.10000000153382,99.99948301256335,Europe
Slovenia_2010,Slovenia,2010,0.85972,8.02,23.8,449.338,79.7,33.4,12.1,99.999648,9.7,6.894966033579325,20.461370500665748,386.30551685495203,79.70000021571701,33.400000167470964,12.100000037155715,99.9996482672807,Europe
Slovenia_2011,Slovenia,2011,0.83855,7.98,23.7,448.3,80,33.6,12.2,99.999201,9.7,6.69159571519331,19.87353614662675,375.92009512796506,80,36.39748971325767,12.2,99.9992010000006,Europe
Slovenia_2012,Slovenia,2012,0.85152,7.69,22.6,449.928,80.2,32.6,11.7,99.999392,9.4,5.627886743296769,19.24431608913744,383.1219756351074,80.19999999999999,35.266199473905445,11.700000000000001,99.99939199999993,Europe
Slovenia_2013,Slovenia,2013,0.87027,7.36,22.3,449.785,80.5,32.2,11.7,99.999194,9.2,6.11640804408878,19.406978160400616,391.4335278868068,80.5,36.44406713825989,11.7,99.99919400000002,Europe
Slovenia_2014,Slovenia,2014,0.90936,6.55,22.9,447.96,81.3,33.1,11.9,99.999088,9.4,5.956327599335407,20.8244125228673,407.3582460150059,81.3,36.13036593882719,11.899999999999999,99.99908799999972,Europe
Slovenia_2015,Slovenia,2015,0.90203,6.58,23.2,445.99,81,33.8,12,99.99944,9.6,5.935352252497893,20.927077850752443,402.2960108041848,80.99999999999997,40.58511680921573,11.999999999999998,99.9994399999818,Europe
South Africa_2008,South Africa,2008,0.7743,9.94,9.18,446.87,54.3,13.8,9.7,99.989,2.6,2.4539418783845774,7.108087993030725,346.01212216193994,72.10607145866753,13.800000000001999,10.677805432905673,99.99513855977656,Africa
South Korea_2006,South Korea,2006,0.77717,9.53,23.3,449.13,79.3,30,11.4,99.99858,7.3,6.019204309964935,18.107980150250114,349.0488036429915,79.29999999999889,30.705509336217727,11.399999999999801,99.99862108304953,Asia
South Korea_2007,South Korea,2007,0.76474,10.1,25.4,449.247,79.8,31.6,11.5,99.99875,7.25,6.4892535920224095,19.424342479716532,343.55620417263964,79.79999999999876,32.88348723626945,11.499999999999782,99.99887725128121,Asia
South Korea_2008,South Korea,2008,0.78762,10.3,25.4,448.93,80.2,32.3,11.6,99.99877,7.2,6.569685516927876,20.005667336209346,353.58835579702594,80.2,35.09491026688141,11.600000000000001,99.99900824981697,Asia
South Korea_2009,South Korea,2009,0.81835,10.3,23.4,449.044,80.5,32.4,11,99.99875,7.25,5.310275033395408,19.1494227109814,367.4757851209316,80.49999999999886,32.58217105322521,10.999999999999794,99.99894919335419,Asia
South Korea_2010,South Korea,2010,0.8332,11.4,24.9,449.17,80.8,34.4,11.8,99.99889,7.3,6.732960871086637,20.746556454060972,374.2462153602572,80.79999999999875,38.631402973047955,11.799999999999777,99.99920619049476,Asia
South Korea_2011,South Korea,2011,0.84024,11.8,25.5,449.22,81.2,35.4,11.8,99.99902,7.3,6.688298237030013,21.426168702219922,377.45347076121834,81.19999999999878,40.339341229388985,11.799999999999782,99.99932692556922,Asia
South Korea_2012,South Korea,2012,0.83633,11.7,26.6,449.257,81.5,36,11.9,99.999017,7.3,6.8792398508252965,22.246313590237108,375.72601897026243,81.49999999999882,42.285286215631075,11.899999999999789,99.99944613736558,Asia
South Korea_2013,South Korea,2013,0.84901,11.8,27.1,449.069,81.9,37,12,99.999021,7.4,6.980860383017497,23.00820253815413,381.2645943028093,81.89999999999861,41.464272355035675,11.999999999999748,99.9992632039828,Asia
South Korea_2014,South Korea,2014,0.87432,11.6,27,449.375,82.3,38,12.1,99.999114,7.5,7.404818539412216,23.60654459067483,392.8959620692173,82.30000000430678,39.91489960574076,12.100000000512841,99.99911400551456,Asia
South Korea_2015,South Korea,2015,0.87977,11.7,27.5,449.72,82.6,38.8,12.1,99.99913,7.5,7.86456654936987,24.193702792689347,395.65061890648195,82.60000000000001,39.05846248618538,12.1,99.99913000000038,Asia
Spain_1990,Spain,1990,0.85368,5.9,15.4,447.39,77,27.5,6.52,99.999071,7.7,4.904693050543145,13.146600953172861,381.92583119796905,77.000000003174,27.500000001646086,9.692487911062884,99.99907100421348,Europe
Spain_1991,Spain,1991,0.83962,6.13,16.3,447.84,77.1,28.2,6.4,99.999145,7.4,5.057076775055518,13.685809617437467,376.01552019893654,77.10000002109803,28.2000000109418,9.736752242621199,99.99914502804933,Europe
Spain_1992,Spain,1992,0.804,6.33,18,447.9,77.5,28.3,6.7,99.999167,7.1,5.049289441606661,14.472026484439542,360.1122590211372,77.50000000000001,28.299999999999997,9.608572679877247,99.99916699999181,Europe
Spain_1993,Spain,1993,0.85368,6.1,15.7,447.94,77.7,27.9,7.1,99.9991,6.800000000000001,4.776969615816682,13.402833191239704,382.3990509352811,77.7,27.9,9.412157628674258,99.99909999998835,Europe
Spain_1994,Spain,1994,0.85336,6.4,16,448.35,78,28.4,7.4,99.999163,6.5,4.799626906478087,13.653720662422796,382.602853690826,78.00000000911497,28.400000004727175,9.31388094382749,99.99916301210789,Europe
Spain_1995,Spain,1995,0.81692,6.72,17.8,448.65,78.1,29,7.7,99.999179,6.2,4.964043373985981,14.541209990494336,366.51201473231924,78.1,28.999999999999993,9.417423286043526,99.99917899998866,Europe
Spain_1996,Spain,1996,0.83231,6.39,17.5,448.47,78.3,29.7,7.9,99.999191,6.38,5.007376637355353,14.565508420546163,373.26820350641924,78.30000000000001,29.699999999999992,9.380368982257732,99.99919099998822,Europe
Spain_1997,Spain,1997,0.83742,6.68,18.1,448.4,78.8,30.7,8,99.99921,6.56,5.105636021909497,15.157389859293957,375.5013045627098,78.80000002573863,30.700000013432916,9.105119494733461,99.99921003130052,Europe
Spain_1998,Spain,1998,0.78788,6.86,20.9,447.46,79,31.9,8.1,99.999196,6.74,5.354148672143589,16.466699515366514,352.54494570076076,79,31.9,9.341326777035253,99.99919599997463,Europe
Spain_1999,Spain,1999,0.77577,7.4,22,446.91,79.1,33.2,8.2,99.999224,6.92,5.564998575013167,17.066919248585496,346.6989491538792,79.1,33.199999999999996,9.581869862302767,99.99922399998576,Europe
Spain_2000,Spain,2000,0.76731,7.62,23.5,443.23,79.5,34.8,8.4,99.999085,7.1,5.753411454803304,18.03169947242989,340.09319817723815,79.5,34.8,9.696491252156513,99.99908499999322,Europe
Spain_2001,Spain,2001,0.77248000000000006,7.57,24,445.4,79.8,35.9,8.5,99.999088,7.133333333333333,5.847698228410359,18.539598082146455,344.06404107450106,79.8,35.9,9.842672384879616,99.99908799999412,Europe
Spain_2002,Spain,2002,0.7627,7.95,24.8,444.45,79.9,36.3,8.5,99.999053,7.166666666666667,5.927668585443345,18.914978572137098,338.9823478381586,79.90000000000002,36.29999999999999,9.888869565492636,99.99905299999517,Europe
Spain_2003,Spain,2003,0.73297,7.91,26.9,446.61,80,36.8,8.6,99.999062,7.2,5.797825992427713,19.71700621950765,327.35361143845023,80,36.79999999999999,10.008479074464429,99.99906199999579,Europe
Spain_2004,Spain,2004,0.71675,8.17,28.3,447.64,80.3,37.3,8.6,99.99874,6.9,5.855857284855365,20.284058893685053,320.8465061190521,80.3,37.3,10.206414279879338,99.99873999997727,Europe
Spain_2005,Spain,2005,0.70657,8.37,30.1,447.66,80.6,38,8.9,99.999196,7,5.914013345514302,21.267837718038297,316.3043266729908,80.6,38,10.353745858303006,99.99919599999751,Europe
Spain_2006,Spain,2006,0.71118,8.04,31.2,447.39,81,38.9,9,99.999239,6.7,5.717872039771041,22.188757169260764,318.1739766011402,81,38.9,10.505938061641686,99.99923899999861,Europe
Spain_2007,Spain,2007,0.71275,8.09,31.8,445.37,81.2,39.5,9.1,99.999332,6.7,5.7661343244190215,22.66539820970641,317.43674215902337,81.20000000000002,39.50000000000001,10.628373023192745,99.99933199999883,Europe
Spain_2008,Spain,2008,0.75818,7.29,29.3,445.46,81.4,39.2,9.2,99.99926,6.6,5.527149030725585,22.214741646126154,337.73989125199165,81.4,39.2,10.678366001316878,99.99925999999947,Europe
Spain_2009,Spain,2009,0.84273,6.37,25,449.36,81.8,37.4,9.3,99.999364,6.3,5.3681828188241605,21.068221423956675,378.6886391627669,81.8,37.39999999999999,10.312063581912346,99.99936399999856,Europe
Spain_2010,Spain,2010,0.87138,6.04,24.8,447.43,82.1,37.3,9.4,99.999389,6.3,5.263139909699811,21.610243337841336,389.8819022842789,82.09999999999818,39.6049937332436,11.013369983237661,99.99942548417859,Europe
Spain_2011,Spain,2011,0.9069,6.04,23.3,448.19,82.3,36.9,9.5,99.999347,6,5.47770280541035,21.130873404977958,406.465500059093,82.29999999999825,38.867663641729244,10.499318623497071,99.99939405692018,Europe
Spain_2012,Spain,2012,0.92614,5.93,22.8,448.43,82.4,35.8,9.5,99.999432,6.1,5.492013167400061,21.116003409227886,415.3091845964941,82.4,39.647845144594065,10.587902765536674,99.99943199999994,Europe
Spain_2013,Spain,2013,0.99164,5.37,22.8,446.5,82.7,35.4,9.5,99.999412,5.7,5.325112410561225,22.60941582137594,442.76772650179373,82.69999999995532,38.02320592661931,10.088557381937967,99.99943167427014,Europe
Spain_2014,Spain,2014,1,5.45,22.8,447.6,82.8,36,9.7,99.999437,5.7,5.450000000003545,22.80000000001483,447.6000000002911,82.80000000005384,36.00000000002341,9.700000000006307,99.99943700006504,Europe
Spain_2015,Spain,2015,0.9751,5.81,23.3,448.07,82.8,37.4,9.7,99.999443,5.8,5.665318871077968,22.719781359056224,436.9121216116876,82.79999999999998,42.649848866614455,10.484104674320246,99.99944299997962,Europe
Sweden_1990,Sweden,1990,0.80271,6.71,20.1,449.243,78,34.2,10.54,99.99877,9.94,5.3861677892143245,16.134422140567505,360.6107564891176,78.00000000000001,34.20000000000001,10.539999999999997,99.99876999998868,Europe
Sweden_1991,Sweden,1991,0.7989,6.69,19.9,447.68,78.1,33.5,10.6,99.9986,9.82,5.344634943950548,15.898091985742287,357.65114672880907,78.1,33.5,10.600000000000001,99.99859999999192,Europe
Sweden_1992,Sweden,1992,0.80558,6.61,19.6,450.00191,78.3,33,10.7,99.99866,9.7,5.324896173008498,15.789404688497221,362.5133809892353,78.30000000000001,32.99999999999999,10.700000000000001,99.99865999999508,Europe
Sweden_1993,Sweden,1993,0.86183,6.56,17.6,448.26,78.5,32.1,10.8,99.99877,9.6,5.123591113452575,15.168167714871542,386.3228897652451,78.50000000000001,32.1,10.800000000000002,99.99876999999755,Europe
Sweden_1994,Sweden,1994,0.92658,6.8,15.9,447.26,78.8,33.1,10.9,99.99881,9.5,5.1303198886662,14.732547017536332,414.42006174211497,78.80000005797687,33.100000008843935,10.900000007483328,99.99881007558567,Europe
Sweden_1995,Sweden,1995,0.84228,6.7,19.9,444.41,79.1,34.2,10.9,99.999003,9.4,5.478777442153442,16.761409038714497,374.3184820543307,79.1000000289013,34.20000000440867,10.900000003730417,99.99900303767853,Europe
Sweden_1996,Sweden,1996,0.83261,7.13,20.5,448.12,79.3,34.7,11,99.99883,9.38,5.504500317870291,17.068584079417505,373.1109218374912,79.30000000000001,34.699999999999996,11.000000000000004,99.99883000000032,Europe
Sweden_1997,Sweden,1997,0.8584,6.55,20.1,446.17,79.5,35.8,11.1,99.99897,9.36,5.622509329749846,17.253807256178924,382.99160116437724,79.50000000000001,35.8,11.100000000000001,99.99897,Europe
Sweden_1998,Sweden,1998,0.83713,6.62,21.9,441.38,79.6,37.3,11.2,99.9989,9.34,5.541779222847848,18.333076281022333,369.4910141058283,79.60000000000001,37.30000000016531,11.2,99.99889999999672,Europe
Sweden_1999,Sweden,1999,0.86098,6.3,22.3,427,79.8,38.8,11.3,99.99883,9.32,5.424185714007056,19.19989546386625,367.63925393902315,79.8,38.8,11.300000000000002,99.99882999999134,Europe
Sweden_2000,Sweden,2000,0.88401,6.16,21.7,441.32,80,40.6,11.4,99.99899,9.3,5.4455067534026576,19.183035154032087,390.1316624044904,80,40.600000000578696,11.4,99.99898999998776,Europe
Sweden_2001,Sweden,2001,0.84053,6.26,24.6,442.48,80.2,41.1,11.5,99.999077,9.3,5.261724985133463,20.677066235508498,371.91822227186185,80.20000000000002,41.10000000102008,11.500000000000002,99.99907699998226,Europe
Sweden_2002,Sweden,2002,0.8265,6.35,25.6,443.11,80.3,41.9,11.6,99.99884,9.3,5.248281432719365,21.158425933482803,366.23086388224846,80.3,41.9000000006027,11.600000000000001,99.9988399999823,Europe
Sweden_2003,Sweden,2003,0.79102,6.39,28.7,448.2,80.5,42.7,11.8,99.999107,9.3,5.0546030555722705,22.702207776913838,354.5341298176229,80.50000000113384,42.70000000019333,11.800000000095483,99.99910700146698,Europe
Sweden_2004,Sweden,2004,0.80716,6.28,30.4,445.62,80.7,44.4,12.3,99.99892,9.3,5.068941982804418,24.53755354733348,359.6850201237745,80.69999999997898,47.051879254031014,12.300000000000002,99.99922765689666,Europe
Sweden_2005,Sweden,2005,0.86911,5.96,27.8,444.7,81,45.4,12.4,99.999104,8.7,5.179874676467932,24.16116040366034,386.49165580962165,80.99999999999827,47.6549955404913,12.39999999999969,99.99920956699839,Europe
Sweden_2006,Sweden,2006,0.817,5.9,32.5,444.79,81.1,47.3,12.4,99.999163,9.2,4.820290830475972,26.428713768901577,363.3927387266792,81.09999999999995,48.876962968936894,12.400000000000002,99.99938310425159,Europe
Sweden_2007,Sweden,2007,0.84409,5.76,33.5,440.61,81.3,48.6,12.5,99.99885,8.9,4.861933366615695,26.85724189292111,371.9125799764828,81.30000000000001,50.60890048479043,12.499999999999998,99.99939924270592,Europe
Sweden_2008,Sweden,2008,0.85662,5.49,31,442,81.5,48,12.2,99.999219,8.6,4.702863599045803,26.555331797890567,378.6276340215363,81.5,48.89567585433827,12.200000000000003,99.99933521656757,Europe
Sweden_2009,Sweden,2009,0.96787,5.06,23.9,447.95,81.7,45.5,12.2,99.999093,8.6,4.897414549569259,23.132056864567588,433.5566892252226,81.6999999999981,47.82140029831932,12.199999999999658,99.9994355466215,Europe
Sweden_2010,Sweden,2010,0.87749,5.63,30,449.874,81.9,47.8,12.3,99.999023,8.6,4.940244755610255,26.324572410003167,394.75802294591267,81.89999999999777,51.56134346518215,12.299999999999601,99.9993597385898,Europe
Sweden_2011,Sweden,2011,0.90652,5.17,31.3,448.78,82,48.9,12.4,99.999264,8.5,4.686724129613232,28.37417122957332,406.82941100344715,82.00000000000004,51.451242324482784,12.4,99.99934358653093,Europe
Sweden_2012,Sweden,2012,0.94034,4.86,31.3,449.226,82.1,48.3,12.4,99.999343,8.5,4.570058764913343,28.28061183307448,422.4257651677036,82.10000000060032,51.412756109252555,12.400000000088854,99.99934300071834,Europe
Sweden_2013,Sweden,2013,0.95314,4.66,31.4,449.776,82.3,48.5,12.2,99.99919,8.1,4.441636787249964,29.52514499876433,428.6999200905879,82.3,49.50223031497171,12.2,99.99918999998704,Europe
Sweden_2014,Sweden,2014,1,4.46,31.6,451.48,82.5,49.3,12.3,99.999177,8.4,4.460000024799927,31.59973320816206,451.47783481375694,82.50000058713964,49.300314824551485,12.300000092875454,99.99917772368103,Europe
Sweden_2015,Sweden,2015,1,4.41,31.8,447.97,82.5,50.9,12.4,99.99892,8.2,4.409999999999851,31.799999999998924,447.96999999998485,82.4999999999972,50.89999999999827,12.399999999999581,99.99891999999662,Europe
Switzerland_1990,Switzerland,1990,1,6.64,20,447.92,77.9,56.3,10.19,99.99853,7.48,6.6400000000002475,20.000000000000746,447.9200000000167,77.9000000000029,56.3000000000021,10.19000000000038,99.99853000000373,Europe
Switzerland_1991,Switzerland,1991,0.9691,6.87,20.6,448.95,78.1,55.1,9.7,99.99868,7.49,6.141365814861838,19.963560118204406,435.07962694503783,79.74152204686038,55.099999999999106,10.556047143466738,99.99876412700831,Europe
Switzerland_1992,Switzerland,1992,0.97351,6.78,20,449.597,78.4,54.5,9.7,99.99857,7.5,6.0811809534988575,19.470237199609905,437.6880117119857,79.5776119999991,54.50000000000634,10.391391519881022,99.99865465864417,Europe
Switzerland_1993,Switzerland,1993,0.99807,6.35,18.8,449.374,78.7,53.9,9.7,99.99837,7.5375,6.078313356195374,18.763805650780643,447.21745933447187,79.293921233281,53.900000000274915,10.361044520600773,99.99841625050982,Europe
Switzerland_1994,Switzerland,1994,0.97273,6.16,20.2,448.78,79,54.2,9.8,99.99868,7.575,5.992037481040665,19.649213817698286,436.543276094388,79.54783200417614,54.2,10.481543959888175,99.99867999999756,Europe
Switzerland_1995,Switzerland,1995,0.96465,6.21,21,448.82,78.9,54.1,9.8,99.999061,7.6125,5.990497749604724,20.25772185818793,432.95574883270376,79.55276765269615,54.100000001188434,10.841207033917543,99.99906101447725,Europe
Switzerland_1996,Switzerland,1996,0.97867,6.27,19.9,448.57,79.3,54.1,10.1,99.99893,7.65,6.134143862579725,19.475499862960554,439.0012549497259,79.38680075695478,54.10000002793116,10.588319868401701,99.99893004958157,Europe
Switzerland_1997,Switzerland,1997,1,6.09,19.3,447.16,79.6,55.2,10.4,99.99866,7.6875,6.089999999999771,19.299999999999276,447.1599999999832,79.599999999997,55.19999999999793,10.39999999999961,99.99865999999624,Europe
Switzerland_1998,Switzerland,1998,1,6.3,20.3,446.27,79.9,56.7,10.8,99.999201,7.725,0,0,0,0,0,0,0,Europe
Switzerland_1999,Switzerland,1999,1,6.25,20.8,445.13,80.1,57.4,11.1,99.999023,7.7625,6.24999999999978,20.79999999999927,445.1299999999843,80.09999999999718,57.39999999999798,11.099999999999609,99.99902299999647,Europe
Switzerland_2000,Switzerland,2000,0.99372,6.11,23.5,441.75,80.3,59.4,11.4,99.999168,7.8,6.071617300023071,23.35237423085797,438.9749496375109,80.88001073346435,59.39999999999999,11.70793124264743,99.99916799993693,Europe
Switzerland_2001,Switzerland,2001,0.95688,6.28,25.9,446.6,80.6,59.9,11.6,99.99892,7.949999999999999,6.009191477590271,24.783130456940757,427.3415467980591,81.28463673197487,59.89999999999999,12.072796943142153,99.9992083469493,Europe
Switzerland_2002,Switzerland,2002,0.94723,6.02,26.7,447.34,80.9,59.5,11.7,99.99907,8.1,5.7023208847278735,25.291024521966634,423.73359212197045,81.32592825815414,59.5,11.841304117780119,99.99914210757646,Europe
Switzerland_2003,Switzerland,2003,0.94958,6.15,26.2,444.57,81.1,59,11.8,99.999331,7.925,5.839912876844419,24.878978434686786,422.15448254613375,81.16421947764405,59.000000000000014,11.800000000000004,99.99933099993949,Europe
Switzerland_2004,Switzerland,2004,0.93395,6.18,28,448.25,81.4,60.3,11.9,99.999114,7.75,5.771825942683701,26.15066770147949,418.6441713281493,81.60015191331495,60.30000000000001,12.21221415217956,99.99926641491294,Europe
Switzerland_2005,Switzerland,2005,0.92513,6.2,29.8,449.366,81.7,61.6,12,99.99903,7.575,5.735824765402075,27.568964194997072,415.7233276660535,82.09567636080423,61.60000000000001,12.78445471980164,99.99927342165398,Europe
Switzerland_2006,Switzerland,2006,0.95141,6.09,31.1,437.9,81.9,63.7,12.3,99.999396,7.4,5.794074343951457,29.588786879620752,416.6215361603188,82.6626582469862,63.7,13.064089976909738,99.99952343091604,Europe
Switzerland_2007,Switzerland,2007,0.97258,5.76,32.1,440.13,82.2,65.6,12.6,99.999424,7.4,5.602050256175309,31.219759240068697,428.060829730685,82.83603007941765,65.60000000026308,13.13837767263925,99.99948554749555,Europe
Switzerland_2008,Switzerland,2008,0.98759,5.87,31,449.476,82.4,66.6,12.9,99.999469,7.5,5.797169233948175,30.61537414861899,443.89922292982703,82.84120429849179,66.6,13.259957061590784,99.99951201236121,Europe
Switzerland_2009,Switzerland,2009,1,5.65,28.2,441.46,82.5,64.4,13.3,99.999281,7.8,5.650000000120371,28.199999999770572,441.4600000457034,82.50000000953398,64.39999999925618,13.30000000140087,99.99928101355539,Europe
Switzerland_2010,Switzerland,2010,1,5.77,29,447.07,82.8,65.8,13.3,99.999553,7.8,5.770000101761754,29.00000043403426,447.07000645647963,82.80000134756203,65.80000093794811,13.300000209724825,99.99955465013274,Europe
Switzerland_2011,Switzerland,2011,1,5.19,30.2,447.12,83,66.3,13.3,99.999513,7.9,5.19,30.2,447.12,83,66.3,13.3,99.999513,Europe
Switzerland_2012,Switzerland,2012,1,5.28,30.7,444.23,83.1,66.4,13.4,99.999563,8.1,5.280000000092831,30.70000000047164,444.23000000245173,83.10000000140498,66.40000000068747,13.400000000172657,99.99956300175968,Europe
Switzerland_2013,Switzerland,2013,1,5.33,31.2,453.5,83.3,66.9,13.4,99.999479,7.9,5.330000000000001,31.200000000000006,453.5000000000001,83.30000000000001,66.90000000000002,13.400000000000004,99.99947900000002,Europe
Tajikistan_1999,Tajikistan,1999,0.98797,0.411,0.92,449.383,66.3,1.24,10.6,99.99193,8.3,0.40605715528172587,0.9089357247182186,443.978546501139,67.20410387174557,2.054138921037555,10.599999999999998,99.9958767723754,Asia
Tajikistan_2000,Tajikistan,2000,1,0.359,0.78,447.26,66.6,1.33,10.6,99.99589,8.200000000000001,0.359,0.78,447.26,66.6,1.33,10.6,99.99589,Asia
Tajikistan_2001,Tajikistan,2001,1,0.362,0.81,449.121,66.8,1.43,10.6,99.99679,8.100000000000001,0.36200000000000065,0.8100000000000015,449.1210000000008,66.80000000000011,1.4300000000000024,10.60000000000002,99.99679000000017,Asia
Tajikistan_2002,Tajikistan,2002,1,0.292,0.92,447.05,67,1.56,10.6,99.99562,8,0.292,0.92,447.05,67,1.56,10.6,99.99562,Asia
Tajikistan_2003,Tajikistan,2003,1,0.316,1.12,447.97,67.3,1.7,10.6,99.99619,7.9,0.31599999999996625,1.1199999999998804,447.96999999995217,67.2999999999928,1.6999999999998183,10.599999999998868,99.99618999998931,Asia
Tajikistan_2004,Tajikistan,2004,1,0.383,1.29,436.9,67.5,1.84,10.5,99.99694,7.8,0.383,1.29,436.9,67.5,1.84,10.5,99.99694,Asia
