dmu,country,year,efficiencies,life_expectancy.x,income_share_20.x,life_expectancy.y,income_share_20.y
Spain_2006,Spain,2006,0.50996,81,6.7,41.306422018348634,6.700000000000001
Spain_2007,Spain,2007,0.5087,81.2,6.7,41.306422018348634,6.700000000000001
Spain_2008,Spain,2008,0.49988,81.4,6.6,40.68990825688069,6.599999999999993
Spain_2009,Spain,2009,0.47482,81.8,6.3,38.840366972477035,6.299999999999995
Spain_2010,Spain,2010,0.47309,82.1,6.3,38.84036697247706,6.299999999999999
Spain_2011,Spain,2011,0.44946,82.3,6,36.99082568807339,5.999999999999999
Spain_2012,Spain,2012,0.4564,82.4,6.1,37.607339449541264,6.099999999999996
Spain_2013,Spain,2013,0.42492,82.7,5.7,35.1412844036697,5.699999999999997
Spain_2014,Spain,2014,0.42441,82.8,5.7,35.1412844036697,5.699999999999997
Spain_2015,Spain,2015,0.43186,82.8,5.8,35.757798165137594,5.799999999999997
Sweden_1990,Sweden,1990,0.78566,78,9.94,61.2814678899082,9.93999999999999
Sweden_1991,Sweden,1991,0.77518,78.1,9.82,60.54165137614675,9.819999999999995
Sweden_1992,Sweden,1992,0.76375,78.3,9.7,59.80183486238528,9.699999999999992
Sweden_1993,Sweden,1993,0.75395,78.5,9.6,59.1853211009174,9.599999999999994
Sweden_1994,Sweden,1994,0.74326,78.8,9.5,58.56880733944946,9.499999999999986
Sweden_1995,Sweden,1995,0.73265,79.1,9.4,57.95229357798163,9.399999999999997
Sweden_1996,Sweden,1996,0.72924,79.3,9.38,57.82899082568806,9.379999999999997
Sweden_1997,Sweden,1997,0.72586,79.5,9.36,57.70568807339445,9.359999999999992
Sweden_1998,Sweden,1998,0.7234,79.6,9.34,57.58238532110086,9.339999999999991
Sweden_1999,Sweden,1999,0.72004,79.8,9.32,57.45908256880733,9.319999999999999
Sweden_2000,Sweden,2000,0.7167,80,9.3,57.33577981651375,9.299999999999997
Sweden_2001,Sweden,2001,0.71491,80.2,9.3,57.335779816513764,9.3
Sweden_2002,Sweden,2002,0.71402,80.3,9.3,57.33577981651375,9.299999999999997
Sweden_2003,Sweden,2003,0.71225,80.5,9.3,57.335779816513735,9.299999999999995
Sweden_2004,Sweden,2004,0.71048,80.7,9.3,57.33577981651375,9.299999999999997
Sweden_2005,Sweden,2005,0.66218,81,8.7,53.63669724770641,8.699999999999998
Sweden_2006,Sweden,2006,0.69937,81.1,9.2,56.719266055045836,9.199999999999994
Sweden_2007,Sweden,2007,0.67490000000000006,81.3,8.9,54.86972477064218,8.899999999999997
Sweden_2008,Sweden,2008,0.65055,81.5,8.6,53.020183486238494,8.599999999999994
Sweden_2009,Sweden,2009,0.64896,81.7,8.6,53.020183486238516,8.599999999999998
Sweden_2010,Sweden,2010,0.64738,81.9,8.6,53.02018348623846,8.599999999999987
Sweden_2011,Sweden,2011,0.63907,82,8.5,52.40366972477059,8.499999999999991
Sweden_2012,Sweden,2012,0.63829,82.1,8.5,52.40366972477062,8.499999999999996
Sweden_2013,Sweden,2013,0.60678,82.3,8.1,49.93761467889907,8.099999999999998
Sweden_2014,Sweden,2014,0.62772,82.5,8.4,51.78715596330269,8.39999999999999
Sweden_2015,Sweden,2015,0.61278,82.5,8.2,50.554128440366924,8.199999999999992
Switzerland_1990,Switzerland,1990,0.59198,77.9,7.48,46.11522935779814,7.479999999999996
Switzerland_1991,Switzerland,1991,0.59125,78.1,7.49,46.17688073394494,7.4899999999999975
Switzerland_1992,Switzerland,1992,0.58978,78.4,7.5,46.2385321100917,7.499999999999993
Switzerland_1993,Switzerland,1993,0.59047,78.7,7.5375,46.46972477064219,7.537499999999998
Switzerland_1994,Switzerland,1994,0.59115,79,7.575,46.700917431192664,7.575
Switzerland_1995,Switzerland,1995,0.59483,78.9,7.6125,46.932110091743105,7.612499999999998
Switzerland_1996,Switzerland,1996,0.59475,79.3,7.65,47.163302752293596,7.650000000000003
Switzerland_1997,Switzerland,1997,0.59541,79.6,7.6875,47.39449541284401,7.687499999999996
Switzerland_1998,Switzerland,1998,0.59607,79.9,7.725,47.62568807339447,7.724999999999996
Switzerland_1999,Switzerland,1999,0.59746,80.1,7.7625,47.85688073394494,7.762499999999998
Switzerland_2000,Switzerland,2000,0.59886,80.3,7.8,48.08807339449538,7.7999999999999945
Switzerland_2001,Switzerland,2001,0.6081,80.6,7.949999999999999,49.01284403669724,7.949999999999998
Switzerland_2002,Switzerland,2002,0.61728,80.9,8.1,49.937614678899024,8.09999999999999
Switzerland_2003,Switzerland,2003,0.60245,81.1,7.925,48.85871559633029,7.925000000000003
Switzerland_2004,Switzerland,2004,0.58698,81.4,7.75,47.77981651376143,7.749999999999994
Switzerland_2005,Switzerland,2005,0.57161,81.7,7.575,46.700917431192636,7.574999999999996
Switzerland_2006,Switzerland,2006,0.55705,81.9,7.4,45.62201834862378,7.399999999999989
Switzerland_2007,Switzerland,2007,0.55501,82.2,7.4,45.62201834862382,7.399999999999995
Switzerland_2008,Switzerland,2008,0.56115,82.4,7.5,46.2385321100917,7.499999999999993
Switzerland_2009,Switzerland,2009,0.58289,82.5,7.8,48.0880733944954,7.799999999999998
Switzerland_2010,Switzerland,2010,0.58077,82.8,7.8,48.0880733944954,7.799999999999998
Switzerland_2011,Switzerland,2011,0.5868,83,7.9,48.70458715596327,7.899999999999994
Switzerland_2012,Switzerland,2012,0.60093,83.1,8.1,49.93761467889907,8.099999999999998
Switzerland_2013,Switzerland,2013,0.58469,83.3,7.9,48.704587155963296,7.899999999999999
Thailand_1994,Thailand,1994,0.53043,70.9,6.1,37.607339449541264,6.099999999999996
Thailand_1995,Thailand,1995,0.53629,70.7,6.15,37.915596330275235,6.150000000000001
Thailand_1996,Thailand,1996,0.54141,70.6,6.2,38.223853211009164,6.199999999999998
Thailand_1997,Thailand,1997,0.54171,71.7,6.300000000000001,38.840366972477085,6.300000000000003
Thailand_1998,Thailand,1998,0.54954,71.8,6.4,39.45688073394498,6.400000000000004
Thailand_1999,Thailand,1999,0.52671,71.4,6.1,37.607339449541264,6.099999999999996
Thailand_2000,Thailand,2000,0.53237,71.8,6.2,38.223853211009164,6.199999999999998
Thailand_2001,Thailand,2001,0.52929,72.8,6.25,38.532110091743114,6.249999999999999
Thailand_2002,Thailand,2002,0.53133,73.1,6.3,38.84036697247707,6.300000000000002
Thailand_2003,Thailand,2003,0.51935,73.6,6.199999999999999,38.223853211009136,6.199999999999993
Thailand_2004,Thailand,2004,0.51028,73.7,6.1,37.60733944954128,6.099999999999999
Thailand_2005,Thailand,2005,0.49865,74.8,6.05,37.299082568807314,6.049999999999995
Thailand_2006,Thailand,2006,0.49059,75.4,6,36.99082568807337,5.999999999999996
Thailand_2007,Thailand,2007,0.52728,76,6.5,40.07339449541281,6.499999999999996
Thailand_2008,Thailand,2008,0.51578,76.5,6.4,39.45688073394495,6.3999999999999995
Thailand_2009,Thailand,2009,0.52111,76.9,6.5,40.07339449541281,6.499999999999996
Thailand_2010,Thailand,2010,0.52844,77,6.6,40.68990825688072,6.599999999999998
Thailand_2011,Thailand,2011,0.5735,77.4,7.2,44.38899082568801,7.1999999999999895
Thailand_2012,Thailand,2012,0.52368,77.7,6.6,40.68990825688072,6.599999999999998
Thailand_2013,Thailand,2013,0.54538,78,6.9,42.53944954128441,6.900000000000001
Thailand_2014,Thailand,2014,0.56047,78.1,7.1,43.77247706422014,7.0999999999999925
Thailand_2015,Thailand,2015,0.59129,78.2,7.5,46.23853211009173,7.499999999999997
Thailand_2016,Thailand,2016,0.57699,78,7.3,45.00550458715594,7.299999999999996
Trinidad and Tobago_1990,Trinidad and Tobago,1990,0.46061,69.6,5.2,32.05871559633027,5.199999999999999
Trinidad and Tobago_1991,Trinidad and Tobago,1991,0.47187,69.9,5.35,32.98348623853208,5.349999999999995
Trinidad and Tobago_1992,Trinidad and Tobago,1992,0.48649,69.7,5.5,33.90825688073392,5.4999999999999964
Tunisia_2009,Tunisia,2009,0.53864,76,6.640000000000001,40.93651376146785,6.6399999999999935
Turkey_2009,Turkey,2009,0.47362,76.8,5.9,36.374311926605486,5.899999999999998
Turkey_2010,Turkey,2010,0.47424,76.7,5.9,36.37431192660547,5.899999999999995
Turkey_2011,Turkey,2011,0.4656,76.8,5.8,35.75779816513761,5.799999999999999
Turkey_2012,Turkey,2012,0.46439,77,5.8,35.75779816513761,5.799999999999999
Turkey_2013,Turkey,2013,0.46439,77,5.8,35.75779816513761,5.799999999999999
Turkey_2014,Turkey,2014,0.46378,77.1,5.8,35.75779816513761,5.799999999999999
Turkey_2015,Turkey,2015,0.44606,77.4,5.6,34.524770642201794,5.599999999999993
Ukraine_1995,Ukraine,1995,0.57051,67,6.2,38.22385321100915,6.199999999999996
Ukraine_1996,Ukraine,1996,0.65041,67.3,7.1,43.77247706422014,7.0999999999999925
Ukraine_1997,Ukraine,1997,0.67039,67.9,7.383333333333333,45.51926605504585,7.383333333333329
Ukraine_1998,Ukraine,1998,0.68801,68.7,7.666666666666667,47.26605504587153,7.666666666666662
Ukraine_1999,Ukraine,1999,0.71761,68.3,7.95,49.0128440366972,7.949999999999992
Ukraine_2000,Ukraine,2000,0.74647,68,8.233333333333334,50.75963302752295,8.233333333333336
Ukraine_2001,Ukraine,2001,0.76989,68.2,8.516666666666667,52.50642201834859,8.51666666666666
Ukraine_2002,Ukraine,2002,0.79667,68.1,8.8,54.25321100917429,8.799999999999995
Ukraine_2003,Ukraine,2003,0.82142,68.3,9.1,56.102752293577936,9.099999999999993
Ukraine_2004,Ukraine,2004,0.79784,68,8.8,54.25321100917429,8.799999999999995
United Kingdom_1990,United Kingdom,1990,0.56446,75.8,6.9399999999999995,42.78605504587152,6.939999999999994
United Kingdom_1991,United Kingdom,1991,0.55089,76.1,6.8,41.92293577981652,6.800000000000001
United Kingdom_1992,United Kingdom,1992,0.55484,76.3,6.866666666666666,42.333944954128455,6.866666666666669
United Kingdom_1993,United Kingdom,1993,0.55949,76.4,6.933333333333334,42.74495412844032,6.933333333333325
United Kingdom_1994,United Kingdom,1994,0.56266,76.7,7,43.155963302752255,6.999999999999994
United Kingdom_1995,United Kingdom,1995,0.56995,76.8,7.1,43.77247706422014,7.0999999999999925
United Kingdom_1996,United Kingdom,1996,0.56847,77,7.1,43.772477064220155,7.099999999999995
United Kingdom_1997,United Kingdom,1997,0.55829,77.3,7,43.155963302752276,6.999999999999997
United Kingdom_1998,United Kingdom,1998,0.5489,77.5,6.9,42.53944954128441,6.900000000000001
United Kingdom_1999,United Kingdom,1999,0.54024,77.6,6.8,41.922935779816534,6.800000000000003
United Kingdom_2000,United Kingdom,2000,0.52167,78,6.6,40.689908256880706,6.599999999999996
United Kingdom_2001,United Kingdom,2001,0.53541,78.3,6.8,41.92293577981652,6.800000000000001
United Kingdom_2002,United Kingdom,2002,0.55761,78.5,7.1,43.77247706422012,7.099999999999989
United Kingdom_2003,United Kingdom,2003,0.56475,78.6,7.2,44.388990825688076,7.200000000000001
United Kingdom_2004,United Kingdom,2004,0.52287,79,6.7,41.306422018348655,6.700000000000005
United Kingdom_2005,United Kingdom,2005,0.53644,79.3,6.9,42.53944954128441,6.900000000000001
United Kingdom_2006,United Kingdom,2006,0.54284,79.5,7,43.155963302752276,6.999999999999997
United Kingdom_2007,United Kingdom,2007,0.53308,79.8,6.9,42.53944954128443,6.900000000000004
United Kingdom_2008,United Kingdom,2008,0.55486,80,7.2,44.38899082568805,7.199999999999996
United Kingdom_2009,United Kingdom,2009,0.55279,80.3,7.2,44.38899082568805,7.199999999999996
United Kingdom_2010,United Kingdom,2010,0.55838,80.6,7.3,45.00550458715597,7.300000000000002
United Kingdom_2011,United Kingdom,2011,0.56463,80.8,7.4,45.622018348623804,7.399999999999992
United Kingdom_2012,United Kingdom,2012,0.57917,80.9,7.6,46.855045871559575,7.599999999999991
United Kingdom_2013,United Kingdom,2013,0.56323,81,7.4,45.62201834862383,7.399999999999997
United Kingdom_2014,United Kingdom,2014,0.55494,81.1,7.3,45.00550458715594,7.299999999999996
United Kingdom_2015,United Kingdom,2015,0.56323,81,7.4,45.62201834862383,7.399999999999997
United States_1990,United States,1990,0.45607,75.7,5.6,34.52477064220182,5.599999999999998
United States_1991,United States,1991,0.45487,75.9,5.6,34.52477064220181,5.599999999999996
United States_1992,United States,1992,0.44616,76,5.5,33.90825688073392,5.4999999999999964
United States_1993,United States,1993,0.42238,75.9,5.2,32.05871559633024,5.199999999999995
United States_1994,United States,1994,0.43805,76,5.4,33.29174311926602,5.399999999999995
United States_1995,United States,1995,0.44557,76.1,5.5,33.90825688073394,5.499999999999999
United States_1996,United States,1996,0.44383,76.4,5.5,33.90825688073392,5.4999999999999964
United States_1997,United States,1997,0.43349,76.8,5.4,33.29174311926604,5.399999999999998
United States_1998,United States,1998,0.43292,76.9,5.4,33.29174311926602,5.399999999999995
United States_1999,United States,1999,0.44094,76.9,5.5,33.90825688073392,5.4999999999999964
United States_2000,United States,2000,0.44037,77,5.5,33.90825688073394,5.499999999999999
United States_2001,United States,2001,0.4318,77.1,5.4,33.29174311926604,5.399999999999998
United States_2002,United States,2002,0.42325,77.2,5.3,32.675229357798145,5.299999999999996
United States_2003,United States,2003,0.41473,77.3,5.2,32.05871559633026,5.199999999999997
United States_2004,United States,2004,0.42053,77.7,5.3,32.67522935779814,5.299999999999995
United States_2005,United States,2005,0.42053,77.7,5.3,32.67522935779814,5.299999999999995
United States_2006,United States,2006,0.41101,78,5.2,32.05871559633026,5.199999999999997
United States_2007,United States,2007,0.40996,78.2,5.2,32.05871559633026,5.199999999999997
Venezuela_1990,Venezuela,1990,0.39171,72.4,4.6000000000000005,28.3596330275229,4.599999999999994
Venezuela_1991,Venezuela,1991,0.40593,72.9,4.8,29.592660550458685,4.799999999999995
Venezuela_1992,Venezuela,1992,0.42285,72.9,5,30.825688073394467,4.999999999999996
Venezuela_1993,Venezuela,1993,0.39802,72.8,4.7,28.9761467889908,4.699999999999996
Venezuela_1994,Venezuela,1994,0.3752,72.3,4.3999999999999995,27.12660550458713,4.399999999999996
