dmu,country,year,efficiencies,CO2,material_footprint,foreign_investment,government_debt,life_expectancy,income,mean_years_in_school,murder,income_share_20,target_input.CO2,target_input.material_footprint,target_input.foreign_investment,target_input.government_debt,target_output.life_expectancy,target_output.income,target_output.mean_years_in_school,target_output.murder,target_output.income_share_20,continent
Argentina_1992,Argentina,1992,1.00004,3.61,11.9,60.44,27.768231,72.8,16.2,8,99.9953,4.6,3.6100000000000003,11.900000000000002,60.43999999999999,27.768231,75.14933032315125,18.254537980180256,9.226737455070932,99.9991099291463,7.330106433994691,Americas
Argentina_1993,Argentina,1993,1.00003,3.46,11.9,59.68,26.892714,73,17.3,8.1,99.99577,4.5,3.459999999999999,11.9,59.68000000000001,26.89271400000001,74.80686700070808,17.300541542699015,9.415373846944965,99.99890017219397,7.655581110453,Americas
Argentina_1994,Argentina,1994,1.00004,3.55,12.7,59.91,28.425983,73.4,18.1,8.2,99.99551,4.4,3.5500000000000003,12.7,59.91,28.425983,75.483613264378,19.432439062059437,9.10820905032242,99.99914584827414,7.456386985985228,Americas
Argentina_1995,Argentina,1995,1.00004,3.67,12.2,60.67,30.74938,73.4,17.4,8.3,99.99578,3.8,3.6700000002060493,12.200000000588712,60.67000000300537,30.749380001135325,76.2685269209691,22.42237021644759,9.215593120211762,99.99938081319121,6.984780294252065,Americas
Argentina_1996,Argentina,1996,1.00004,3.82,12.3,61.05,32.550753,73.5,18.1,8.5,99.99535,3.5,3.820000000658563,12.30000000188161,61.050000009605604,32.55075300362867,76.6764534116322,24.259691006787545,9.142633605837071,99.99954407275698,6.768217759579217,Americas
Armenia_1999,Armenia,1999,1,0.988,3.04,65.11,39.190779,71.9,3.8,10.7,99.99742,7.6,0.9879999999995916,3.0399999999987437,65.10999999997308,39.1907789999838,71.89999999997029,3.799999999998429,10.699999999995576,99.99741999995867,7.599999999996858,Asia
Armenia_2000,Armenia,2000,1,1.14,2.43,63.95,39.58742,72.4,4.05,10.8,99.99778,7.65,1.1400000000000003,2.430000000000001,63.95000000000003,39.587420000000016,72.40000000000003,4.050000000000002,10.800000000000006,99.99778000000005,7.650000000000004,Asia
Armenia_2001,Armenia,2001,1,1.16,2.75,61.8,38.052612,72.5,4.46,10.7,99.99824,7.7,1.159999999949447,2.749999999818033,61.7999999979392,38.0526119985598,72.49999999749126,4.459999999754327,10.699999999678514,99.99823999663974,7.699999999813039,Asia
Armenia_2002,Armenia,2002,1,1.01,2.92,63.16,38.247604,72.7,5.08,10.8,99.99775,8,1.0100000000000031,2.920000000000009,63.160000000000196,38.24760400000012,72.70000000000023,5.080000000000016,10.800000000000034,99.99775000000031,8.000000000000025,Asia
Armenia_2003,Armenia,2003,1,1.15,3.35,62.88,33.015776,72.8,5.82,10.8,99.99818,8.7,1.150000000000002,3.350000000000006,62.880000000000116,33.01577600000006,72.80000000000013,5.820000000000011,10.80000000000002,99.99818000000018,8.700000000000015,Asia
Armenia_2004,Armenia,2004,1,1.23,3.96,65.41,26.445878,73,6.47,10.8,99.998206,7.6,1.2299999999999998,3.9599999999999995,65.40999999999998,26.445877999999997,72.99999999999999,6.469999999999999,10.799999999999999,99.99820599999998,7.599999999999999,Asia
Armenia_2005,Armenia,2005,1,1.47,4.41,64.46000000000001,20.467167,73,7.42,10.9,99.998232,8.1,1.47,4.41,64.46000000000001,20.467167,73,7.42,10.9,99.998232,8.1,Asia
Armenia_2006,Armenia,2006,1,1.49,4.8,65.81,16.182897,73.1,8.46,10.9,99.998258,8.9,1.4899999999999802,4.799999999999936,65.80999999999912,16.182896999999784,73.09999999999901,8.459999999999889,10.899999999999855,99.99825799999867,8.899999999999881,Asia
Armenia_2007,Armenia,2007,1,1.74,5.77,65.75,14.249503,73.5,9.71,11,99.998284,8.4,1.7399999999999995,5.769999999999999,65.74999999999999,14.249502999999997,73.49999999999999,9.709999999999999,10.999999999999998,99.99828399999997,8.399999999999999,Asia
Armenia_2008,Armenia,2008,1,1.92,6.54,66.59,14.631835,73.5,10.5,11,99.99831,9.1,1.9200000000000021,6.540000000000007,66.59000000000007,14.631835000000017,73.50000000000009,10.500000000000012,11.000000000000012,99.99831000000012,9.10000000000001,Asia
Armenia_2009,Armenia,2009,1,1.51,6.48,67.28999999999999,34.137963,73.6,9.05,11.1,99.998355,9.4,1.5100000000000002,6.480000000000003,67.28999999999999,34.1379629996185,73.60000000000001,9.050000000239148,11.099999999994758,99.99835499993604,9.400000000000002,Asia
Armenia_2010,Armenia,2010,1,1.48,6.25,64.22,33.757017,73.9,9.29,11.1,99.9984,9.1,1.4800000000000002,6.250000000000002,64.22000000000001,33.757017000000005,73.90000000000002,9.290000000000001,11.100000000000001,99.99840000000003,9.100000000000001,Asia
Armenia_2011,Armenia,2011,1,1.73,6.3,64.94,35.702398,74.2,9.73,11.2,99.998445,9,1.73,6.3,63.96142375904102,34.92615541079352,74.20002213471041,9.730002902570519,11.209161812768686,99.99847483072617,9.000002684803148,Asia
Armenia_2012,Armenia,2012,1,1.99,6.63,63.18,35.600487,74.6,10.4,11.3,99.99849,9,1.9900000000000218,6.630000000000072,63.18000000000069,35.60048700000039,74.6000000000008,10.400000000000114,11.300000000000123,99.9984900000011,9.000000000000098,Asia
Armenia_2013,Armenia,2013,1,1.91,6.96,61.61,36.330625,75.1,10.7,11.4,99.9989,8.6,1.9100000000000004,6.960000000000002,61.610000000000014,36.330625000000005,75.10000000000001,10.700000000000001,11.400000000000002,99.99890000000003,8.600000000000001,Asia
Armenia_2014,Armenia,2014,1,1.91,7.16,62,39.361634,75.2,11,11.5,99.999036,8.4,1.9099999999999997,7.159999999999999,61.99999999999999,39.361633999999995,75.19999999999999,10.999999999999998,11.499999999999998,99.99903599999999,8.399999999999999,Asia
Armenia_2015,Armenia,2015,1,1.65,7.37,60.24,44.132991,75.1,11.3,11.6,99.99888,8.2,1.65,7.37,60.24,44.132991,75.1,11.3,11.6,99.99888,8.2,Asia
Armenia_2016,Armenia,2016,1,1.76,7.86,61.66,51.928903,75.3,11.3,11.7,99.99899,7.9,1.7599999999999996,7.8599999999999985,61.65999999999998,51.928902999999984,75.29999999999998,11.299999999999999,11.699999999999998,99.99898999999998,7.899999999999999,Asia
Australia_1990,Australia,1990,1.00002,16.4,40.3,61.22,12.10065,77,31,11.2,99.99786,7.35,10.542013578936297,40.30000067710746,61.22000108751383,12.100650279465917,81.50305043893059,64.2262732800681,12.667572611153716,99.99944147550872,8.062379311055622,Oceania
Australia_1991,Australia,1991,1.00001,16.3,40.8,59.301,11.933822,77.4,30.5,11.8,99.99808,7.4,11.936044942375053,40.80000011510997,59.30100018488008,11.933822047509906,82.12930356281157,61.657834946746334,12.655207263035695,99.99941169098211,7.863879488208793,Oceania
Australia_1992,Australia,1992,1.00001,16.4,37,60.02,14.297317,77.6,30.3,11.8,99.99832,7.449999999999999,8.003120396138604,37.00000000000001,60.02000000000001,14.297316999999998,81.93665244256718,65.585099433273,12.77808665288086,99.99952008084443,8.47157363820537,Oceania
Australia_1993,Australia,1993,1.00001,16.4,35.4,60.2,17.721274,77.9,31.2,11.8,99.99817,7.5,8.23849945646315,35.400000010444046,60.20000002262502,17.72127400708846,81.95037425535249,59.49036771147821,12.076591141375024,99.9996286588129,8.805062400436308,Oceania
Australia_1994,Australia,1994,1.00001,16.5,34.9,59.88,19.939369,78,32.1,11.8,99.99823,7.55,8.32998021196844,34.90000000474046,59.880000011783835,19.939369006509608,81.50046577562024,57.72126011078826,11.800167100201444,99.99964607777545,8.732757010630397,Oceania
Australia_1995,Australia,1995,1.00001,17,38.3,62.11,22.179058,78.3,32.9,11.8,99.99839,7.6,8.550302909486447,38.30000006303666,62.110000156696444,22.17905808656212,81.36563770277127,60.2942238696482,11.800151905416865,99.99967730653839,8.575928083868003,Oceania
Australia_1996,Australia,1996,1.00001,17.2,39.2,59.64,21.440305,78.5,33.7,11.8,99.99826,7.566666666666666,9.806781376379588,39.20000002072567,59.64000005151982,21.44030502846053,81.02280782400611,61.14315852475864,11.800164985973394,99.99965815963256,8.740902760603559,Oceania
Australia_1997,Australia,1997,1.00001,17.5,39.9,60.36,20.555428,78.8,34.7,11.8,99.99832,7.533333333333333,9.965325139927787,39.89999999999999,60.35999999999999,20.555428,81.08467046399016,61.76874198808819,11.800158205188263,99.99966069936706,8.736232396286445,Oceania
Australia_1998,Australia,1998,1.00001,18,42,60.4,16.315651,79.1,35.9,11.8,99.99844,7.5,10.107208181907922,42.00000000067204,60.40000000145584,16.315651000456114,81.58756336007217,64.2586004428743,11.899309979196685,99.99963130786368,8.745307331415523,Oceania
Australia_1999,Australia,1999,1.00001,18.3,41.7,59.068,15.462984,79.4,37.2,11.9,99.99845,7.466666666666667,9.843493388269733,41.70000000622383,59.06800001348273,15.462984004224163,81.94738012824062,65.26249303365589,12.191356331420426,99.99960468805644,8.859858304750096,Oceania
Australia_2000,Australia,2000,1.00001,18.5,39.8,62.08,13.722086,79.7,38.2,11.9,99.99841,7.433333333333334,9.25406589933657,39.80000106652722,62.08000165122618,13.7220862042406,81.44535474047852,65.18390069810907,12.49767733156883,99.999549869996,8.743418700159493,Oceania
Australia_2001,Australia,2001,1.00001,18.6,40,61.33,12.014315,80.1,38.5,11.9,99.99842,7.4,10.761717479682744,40.00000011249053,61.33000018067294,12.01431504642877,81.48267361544643,63.09200315331246,12.643673480128744,99.99943091738166,8.050141523911176,Oceania
