women_in_parliament,basic_sanitation,basic_water_source,electricity,employment_rate,material_footprint,forest_area,mean_years_in_school,air_pollution,health_worker,red_list,poverty,life_expectancy,income,income_share_20,CO2,murder
1,0.1784694280696243,0.10515461029050442,0.09252785479454287,0.11012522282192864,0.17795761689801867,0.020737655644493414,0.16076614353387977,0.2812379467711068,-0.1640436508929355,0.09096479944604223,-0.09224875342328445,0.2951293772410569,0.2398238716407558,0.033088629732817926,0.07361045870403685,-0.23046488868308102
0.1784694280696243,1,0.9006545153002714,0.9011605110267503,-0.2981054608061763,0.4826234024345445,-0.04136020932318254,0.8068725483088438,0.6488331761070046,-0.33045951332732765,-0.02500282799833127,-0.8268990617701492,0.8109086346542064,0.5987065877695653,0.23593368046121355,0.5140024464241681,-0.4519459475465165
0.10515461029050442,0.9006545153002714,1,0.902270789425813,-0.2743816338953265,0.46362515192366527,0.02007363342491022,0.7655993185502687,0.610149000307482,-0.33725595660569535,-0.07460980869475373,-0.8691039051010012,0.7832711510412739,0.5546927086952902,0.13612279669884617,0.46793556432959577,-0.5889352931495206
0.09252785479454287,0.9011605110267503,0.902270789425813,1,-0.3647859640726358,0.4129600028040391,-0.01202568326769349,0.7633515124025191,0.5758802900508369,-0.2984118413266246,-0.09287044856922523,-0.9170347455532618,0.7751482157797381,0.5137865644311416,0.13591053765347216,0.4455271985149189,-0.2171435900474666
0.11012522282192864,-0.2981054608061763,-0.2743816338953265,-0.3647859640726358,1,-0.04318118664330102,0.16908815013128634,-0.2164788171528422,-0.22546887364987067,0.06773129157790189,-0.1714693088837399,0.34703236431512147,-0.18063810149585174,0.04363575693656993,-0.1187501643556548,0.08311855641802006,-0.07592860230953338
0.17795761689801867,0.4826234024345445,0.46362515192366527,0.4129600028040391,-0.04318118664330102,1,0.1315551814744986,0.5044225618904711,0.3798561139912374,-0.32021840719068917,0.13844267229238374,-0.36638319224276006,0.4760833950137242,0.6983852087824304,0.22838855574624423,0.44863057670546813,-0.2901302595079703
0.020737655644493414,-0.04136020932318254,0.02007363342491022,-0.01202568326769349,0.16908815013128634,0.1315551814744986,1,0.05407095691378972,-0.046386208925756435,-0.3210336125378601,-0.2388961952877716,0.009166661451917042,-0.009600696748491514,-0.04938272598332988,-0.31172337319538623,-0.10148295140236357,-0.08255120942535242
0.16076614353387977,0.8068725483088438,0.7655993185502687,0.7633515124025191,-0.2164788171528422,0.5044225618904711,0.05407095691378972,1,0.7146614146451258,-0.49117106907532687,0.06898130621536923,-0.6409264603417956,0.710195723172491,0.6391891037491568,0.3837606360741401,0.499835717009174,-0.08999781529776134
0.2812379467711068,0.6488331761070046,0.610149000307482,0.5758802900508369,-0.22546887364987067,0.3798561139912374,-0.046386208925756435,0.7146614146451258,1,-0.43359374970932235,0.15668635111806226,-0.434743588300628,0.6735254077221565,0.5456827733984017,0.14816482396519573,0.3358075207389582,-0.1741071518789132
-0.1640436508929355,-0.33045951332732765,-0.33725595660569535,-0.2984118413266246,0.06773129157790189,-0.32021840719068917,-0.3210336125378601,-0.49117106907532687,-0.43359374970932235,1,0.08541369245478482,0.34766842104993284,-0.33697589873280787,-0.2508347894264097,-0.05656763670172675,0.005754579007563604,0.027246734736010927
0.09096479944604223,-0.02500282799833127,-0.07460980869475373,-0.09287044856922523,-0.1714693088837399,0.13844267229238374,-0.2388961952877716,0.06898130621536923,0.15668635111806226,0.08541369245478482,1,-0.12129094227763276,-0.006342145312451262,0.15020887631394808,0.47117786127051475,0.09440546783555,0.01085100539965159
-0.09224875342328445,-0.8268990617701492,-0.8691039051010012,-0.9170347455532618,0.34703236431512147,-0.36638319224276006,0.009166661451917042,-0.6409264603417956,-0.434743588300628,0.34766842104993284,-0.12129094227763276,1,-0.7037171264168715,-0.42025999452857343,-0.22536116050173619,-0.4172247643698785,0.008231701569743299
0.2951293772410569,0.8109086346542064,0.7832711510412739,0.7751482157797381,-0.18063810149585174,0.4760833950137242,-0.009600696748491514,0.710195723172491,0.6735254077221565,-0.33697589873280787,-0.006342145312451262,-0.7037171264168715,1,0.6817084265895195,0.16799361706592034,0.4493002089352582,-0.6121688282879411
0.2398238716407558,0.5987065877695653,0.5546927086952902,0.5137865644311416,0.04363575693656993,0.6983852087824304,-0.04938272598332988,0.6391891037491568,0.5456827733984017,-0.2508347894264097,0.15020887631394808,-0.42025999452857343,0.6817084265895195,1,0.3092948743301391,0.7443634087526552,-0.4805102334358708
0.033088629732817926,0.23593368046121355,0.13612279669884617,0.13591053765347216,-0.1187501643556548,0.22838855574624423,-0.31172337319538623,0.3837606360741401,0.14816482396519573,-0.05656763670172675,0.47117786127051475,-0.22536116050173619,0.16799361706592034,0.3092948743301391,1,0.3288632448094368,0.009703881931549373
0.07361045870403685,0.5140024464241681,0.46793556432959577,0.4455271985149189,0.08311855641802006,0.44863057670546813,-0.10148295140236357,0.499835717009174,0.3358075207389582,0.005754579007563604,0.09440546783555,-0.4172247643698785,0.4493002089352582,0.7443634087526552,0.3288632448094368,1,-0.26332784992772
-0.23046488868308102,-0.4519459475465165,-0.5889352931495206,-0.2171435900474666,-0.07592860230953338,-0.2901302595079703,-0.08255120942535242,-0.08999781529776134,-0.1741071518789132,0.027246734736010927,0.01085100539965159,0.008231701569743299,-0.6121688282879411,-0.4805102334358708,0.009703881931549373,-0.26332784992772,1
