dmu,country,year,efficiencies,CO2,material_footprint,foreign_investment,government_debt,life_expectancy,income,mean_years_in_school,murder,income_share_20,target_input.CO2,target_input.material_footprint,target_input.foreign_investment,target_input.government_debt,target_output.life_expectancy,target_output.income,target_output.mean_years_in_school,target_output.murder,target_output.income_share_20,continent
Australia_2008,Australia,2008,0.89309,19,37.7,62.78,7.6062304,81.7,44.7,12.3,99.99891,7.2,13.3859810786679,33.66948187309853,56.06817167090517,6.793046063009638,81.70000000000081,44.7,12.300000000000956,108.10080483890943,8.297259055210647,Oceania
Australia_2009,Australia,2009,0.83439,18.8,43.1,61.59,11.505736,81.9,44.6,12.3,99.99883,7.25,12.973151187732931,35.96228424264433,51.39018762191331,9.600291147397344,81.90000000000028,44.60000000000001,12.299999999999997,108.25474444953461,8.414757145002064,Oceania
Australia_2010,Australia,2010,0.83498000000000006,18.4,40.8,61.57,14.26115,82.1,44.9,12.4,99.99899,7.3,11.163911384909001,34.067126019573955,51.40963110355774,11.90775476063895,82.10000000000001,44.900000000000006,12.399999999999983,108.6492766304124,8.724050729942935,Oceania
Australia_2011,Australia,2011,0.80926,18,40.9,63.19,16.999512,82.3,45.4,12.5,99.99895,7.325,9.7253651136549,33.09858990540798,51.13691677561636,13.756965190222449,82.30000000000001,45.4,12.49999999999997,109.43262142666576,9.100482258202636,Oceania
Australia_2012,Australia,2012,0.80447,17.8,41.5,62.22,19.235554,82.6,46.4,12.6,99.99877,7.35,8.619611402739288,33.38535198751181,50.05389399187911,15.474355203970944,82.59999999999998,46.39999999999999,12.6,110.59829454559895,9.536740013276077,Oceania
Australia_2013,Australia,2013,0.80221,17.1,41.2,61.96,21.252785,82.7,46.7,12.6,99.99894,7.375,8.575480812660789,33.05114162028984,49.705066378473816,17.049242884965015,82.70000000000013,46.7,12.60000000000006,110.60309948277296,9.486285582135539,Oceania
Australia_2014,Australia,2014,0.78177,16.7,42.1,62.81,24.57957,82.7,47.2,12.7,99.99898,7.4,8.362263798161553,32.91237473736649,49.102761454964366,19.215487380601115,82.69999999999965,47.19999999999931,12.7,110.1527352338798,9.437127019186084,Oceania
Australia_2015,Australia,2015,0.77562,16.8,42.5,61.97,28.412023,82.7,47.6,12.8,99.99889,7.4,8.229374996053517,32.96377518069267,48.0650623046478,22.036883261191928,82.69999999999982,47.59999999999963,12.8,109.82825666398624,9.401496166397946,Oceania
Austria_1990,Austria,1990,0.89568,8.08,19.7,58.892,45.53072,76,37.5,8.64,99.99838,9.371428571428572,7.237075203155223,17.64484919581166,52.7482466416114,40.780847115569834,76.00000000000212,37.5,11.677741793921838,100.01210170370983,9.371428571428586,Europe
Austria_1991,Austria,1991,0.8589,8.49,21.5,58.707,46.221934,76.1,38.4,8.7,99.99876,9.028571428571428,7.292046880457628,18.46631424379729,50.42334466560965,39.69994224186317,76.16859954906498,38.4,11.171792477968975,99.99876000000009,9.028571428571421,Europe
Austria_1992,Austria,1992,0.82103,7.72,23.3,59.261,46.282719,76.3,38.8,8.7,99.99859,8.685714285714285,6.338341711684681,19.12996915573204,48.65498292437236,37.99944149843107,76.48541074155918,38.799999999999244,11.39966655235917,99.99858999998796,8.685714285714235,Europe
Austria_1993,Austria,1993,0.81191,7.71,22.3,59.091,50.044149,76.5,38.7,8.8,99.99868,8.342857142857143,6.259856096014008,18.105679758899143,47.976803705529534,38.86247738072578,76.50000000004448,38.7,11.09478715193292,100.83522137544367,8.342857142857143,Europe
Austria_1994,Austria,1994,0.78485,7.71,23.9,59.52,52.726308,76.7,39.4,8.8,99.99889,8,6.051173806288309,18.757853952048066,46.714119967610905,41.38210815459012,76.69999999999999,39.400000000000006,11.329995286191078,100.65584662613792,8.006568209598852,Europe
Austria_1995,Austria,1995,0.78969,8.05,23.8,59.257,55.248115,77,40.4,8.9,99.99897,7,6.357039177586802,18.79472452503928,46.79491559580992,43.62912193078529,77.00000000000114,40.4,11.116914353013236,100.97877790056307,7.947283130561541,Europe
Austria_1996,Austria,1996,0.79,8.45,23.4,60.32,55.611677,77.3,41.3,8.9,99.99886,7.55,6.67551638001957,18.486045360054202,47.652916928139675,41.00617735722625,77.29999999999993,41.3,10.742238468406741,101.74134346054011,7.926234570355434,Europe
Austria_1997,Austria,1997,0.80617,8.41,23.6,59.75,56.834379,77.7,42.1,8.9,99.99911,8.1,6.779861553837547,19.025533016714167,48.168457531729075,37.60077919087692,77.70000000002854,42.1,10.810632253381698,102.29766940330838,8.099999999999998,Europe
Austria_1998,Austria,1998,0.80261,8.35,25.1,60.59,56.839792,77.9,43.6,9,99.9989,8.266666666666666,6.70178285184754,20.145478991781232,48.63006263394519,37.64887450878343,77.89999999999999,43.6,11.22694810423191,101.4828558685446,8.266666666666667,Europe
Austria_1999,Austria,1999,0.83537,8.17,24.6,59.87,57.872775,78.2,45.1,9,99.999182,8.433333333333334,6.824998194254583,20.5501781614047,50.01378725703794,37.517533701915,78.1999999999528,45.09999999998454,11.366326768419244,101.03006575223525,8.433333333328159,Europe
Austria_2000,Austria,2000,0.83273,8.22,24.6,62.81,56.508138,78.5,46.5,9,99.999125,8.6,6.8450339578434605,20.485138122013197,52.303720546491576,36.15678138850749,78.50000000000249,46.5,11.40812681011946,100.59923877870361,8.600000000000232,Europe
Austria_2001,Austria,2001,0.84375,8.69,24.5,61.38,55.056343,78.9,46.9,9.2,99.999055,8.566666666666666,7.332188097847372,20.671876685530535,51.789379222770044,38.280094859444965,78.89999999999982,46.9,11.247125556655927,101.67911040835718,8.566666666666636,Europe
Austria_2002,Austria,2002,0.86679,8.87,24.8,58.5645,54.668594,79,47.4,9.4,99.99916,8.533333333333333,7.68845112834146,21.496458622645797,50.763280282497426,40.578155328482566,78.99999999999983,47.4,11.289846788620842,102.25280225993565,8.533333333333276,Europe
Austria_2003,Austria,2003,0.82422,9.52,26.6,60.86,54.721225,79.1,47.6,9.6,99.999393,8.5,7.716106081660182,21.924283880213288,50.162102140969196,41.032948457091166,79.10000000000134,47.600000000000804,11.365573253744477,102.46649382312148,8.500000000000144,Europe
Austria_2004,Austria,2004,0.81885,9.49,28.7,59.56,55.931896,79.5,48.6,9.8,99.999307,8.5,7.505805926889323,23.50112529991751,48.77097640637892,41.297666960947176,79.5,48.60000000000001,11.861246242493259,102.41472110033457,8.5,Europe
Austria_2005,Austria,2005,0.685,9.63,29.4,84.2,55.624914,79.8,49.4,9.9,99.999207,8.8,6.596596823261285,20.139142949520192,57.67740939964746,30.822463004574967,80.08188659754677,49.400000000000006,11.438217127532663,101.66473564852406,8.8,Europe
Austria_2006,Austria,2006,0.80838,9.31,30.4,61.62,54.238897,80.1,50.8,10.1,99.999202,8.6,7.526053829968,24.5748696488751,49.812614071173755,40.51465535341812,80.09999999999985,50.800000000000004,12.138665808581784,102.31215213319354,8.59999999999998,Europe
Austria_2007,Austria,2007,0.71287,8.96,31.4,76.2,51.896978,80.3,52.6,11.6,99.999391,8,6.222564848732539,22.384137984141717,54.32074249654774,30.752140365236325,80.3,52.60000000000001,11.599999999999998,101.51138711321929,8,Europe
Austria_2008,Austria,2008,0.80783,8.85,32.2,59.96,55.13683,80.5,53.2,11.5,99.999508,8,6.248752323820311,26.012089229138617,48.43741832854509,31.17860543706407,80.5,53.20000000000001,12.400765928212385,101.72642508098528,8.01654560751373,Europe
Austria_2009,Austria,2009,0.79322,8.1,30.5,62.06,58.572628,80.5,51,11.7,99.999366,7.7,6.425110107495515,24.19331583686582,49.22744855199649,33.092312575869215,80.50000000000004,51.00000000000003,12.012420995426986,102.71451975137585,8.056282247424402,Europe
Austria_2010,Austria,2010,0.87978,8.6,30.1,52.89,59.740463,80.8,51.8,11.8,99.999572,8,6.370432908021513,26.48146864101961,46.531723469220154,34.97792968252237,80.79999999999998,51.8,12.69700002920664,102.63561374135321,8.13050712533006,Europe
Austria_2011,Austria,2011,0.79269,8.3,31.2,63.82,59.06453,81,53.2,11.8,99.999491,7.8,6.395560977452353,24.732063735367227,50.58975344843394,29.78317026305863,81.00000000000102,53.20000000000062,12.007455564679397,102.75569179977326,8.034563773821064,Europe
