women_in_parliament,basic_sanitation,basic_water_source,electricity,employment_rate,material_footprint,forest_area,mean_years_in_school,air_pollution,health_worker,red_list,poverty,life_expectancy,income,income_share_20,CO2,murder
1,0.1710297212813183,0.08029275521503777,0.07234664356459877,0.13810942732543824,0.19737137172921923,0.05936935458261132,0.20628960847196096,0.2203850428858469,-0.2620017451959505,0.08058128660786733,-0.12382545270047166,0.20281558427899207,0.24598106116898513,0.16087986297477078,0.11509337362496799,-0.23753714110227403
0.1710297212813183,1,0.8676335164432055,0.9206650029306271,-0.3615964558509041,0.5166721097997529,-0.09729424107595273,0.804903355779093,0.6239365343496815,-0.37050914049348527,0.009886474671611235,-0.8281738357834781,0.8275620443991222,0.6107695282914831,0.3091735019857419,0.5259641688475913,-0.3807107166590997
0.08029275521503777,0.8676335164432055,1,0.8927259192654747,-0.32454671278054087,0.47877164858879695,-0.010262777340593629,0.7501754189139702,0.5605537457600659,-0.35844010955600286,-0.058924490587966886,-0.841722886843975,0.790578363064553,0.5453565788745782,0.20013913929438423,0.4617824457974311,-0.40912067103320093
0.07234664356459877,0.9206650029306271,0.8927259192654747,1,-0.40884561323561724,0.4241154251858501,-0.07594456095033882,0.7864044747597077,0.6024821632437111,-0.32666231751696523,-0.01955703680271848,-0.8696728256560143,0.8388715429140696,0.5291292428010929,0.2313056088604306,0.4657147086624558,-0.18484543518139407
0.13810942732543824,-0.3615964558509041,-0.32454671278054087,-0.40884561323561724,1,-0.05087317787122765,0.22088029217705013,-0.23626128480546837,-0.20957991694889053,0.08042041220538139,-0.16921386953828768,0.4093695228376788,-0.2669655941982731,0.001189274602009909,-0.14122645087809174,0.03439130712304048,-0.10430906496042686
0.19737137172921923,0.5166721097997529,0.47877164858879695,0.4241154251858501,-0.05087317787122765,1,0.0624380508798139,0.4976151432287975,0.3132464454152683,-0.28256378881876826,0.1236019986756656,-0.42663179789227834,0.4670849783919463,0.7324573883581629,0.33380112646383403,0.5216972808411414,-0.34850861236426933
0.05936935458261132,-0.09729424107595273,-0.010262777340593629,-0.07594456095033882,0.22088029217705013,0.0624380508798139,1,0.03179402495126536,-0.10874017048583318,-0.29783739937608406,-0.2384791922757718,0.06446723586478584,-0.018803171816156844,-0.08536545295565816,-0.3056963057007113,-0.1318377621437785,-0.07806351651335547
0.20628960847196096,0.804903355779093,0.7501754189139702,0.7864044747597077,-0.23626128480546837,0.4976151432287975,0.03179402495126536,1,0.6855421577783359,-0.4924733628602241,0.07548960841540274,-0.6739436556338486,0.6784861204155187,0.5930287002308618,0.42971650569189096,0.4734764539157995,-0.007762641549883791
0.2203850428858469,0.6239365343496815,0.5605537457600659,0.6024821632437111,-0.20957991694889053,0.3132464454152683,-0.10874017048583318,0.6855421577783359,1,-0.4131247850688539,0.20714308785033156,-0.4645336405996362,0.5720557237269649,0.4416972648691111,0.24649200871607704,0.327157326149737,-0.13707353382613086
-0.2620017451959505,-0.37050914049348527,-0.35844010955600286,-0.32666231751696523,0.08042041220538139,-0.28256378881876826,-0.29783739937608406,-0.4924733628602241,-0.4131247850688539,1,0.09840640103442602,0.5077220188270346,-0.3540720710178552,-0.2420134356821511,-0.14728835109346472,0.005663374598710899,-0.019660437676639633
0.08058128660786733,0.009886474671611235,-0.058924490587966886,-0.01955703680271848,-0.16921386953828768,0.1236019986756656,-0.2384791922757718,0.07548960841540274,0.20714308785033156,0.09840640103442602,1,-0.11091937612077671,-0.0417369637881781,0.16456386342467538,0.49693043854681035,0.13667552235622096,0.08491268866798761
-0.12382545270047166,-0.8281738357834781,-0.841722886843975,-0.8696728256560143,0.4093695228376788,-0.42663179789227834,0.06446723586478584,-0.6739436556338486,-0.4645336405996362,0.5077220188270346,-0.11091937612077671,1,-0.7765797328753322,-0.4948650894419442,-0.23750811545215472,-0.4850764634403134,0.3348381947427421
0.20281558427899207,0.8275620443991222,0.790578363064553,0.8388715429140696,-0.2669655941982731,0.4670849783919463,-0.018803171816156844,0.6784861204155187,0.5720557237269649,-0.3540720710178552,-0.0417369637881781,-0.7765797328753322,1,0.6157964093887788,0.1676543570581331,0.4242926021779365,-0.6509064409266168
0.24598106116898513,0.6107695282914831,0.5453565788745782,0.5291292428010929,0.001189274602009909,0.7324573883581629,-0.08536545295565816,0.5930287002308618,0.4416972648691111,-0.2420134356821511,0.16456386342467538,-0.4948650894419442,0.6157964093887788,1,0.3912100109744399,0.7970919682141245,-0.44924305056458513
0.16087986297477078,0.3091735019857419,0.20013913929438423,0.2313056088604306,-0.14122645087809174,0.33380112646383403,-0.3056963057007113,0.42971650569189096,0.24649200871607704,-0.14728835109346472,0.49693043854681035,-0.23750811545215472,0.1676543570581331,0.3912100109744399,1,0.38375947279078537,-0.29796197893742915
0.11509337362496799,0.5259641688475913,0.4617824457974311,0.4657147086624558,0.03439130712304048,0.5216972808411414,-0.1318377621437785,0.4734764539157995,0.327157326149737,0.005663374598710899,0.13667552235622096,-0.4850764634403134,0.4242926021779365,0.7970919682141245,0.38375947279078537,1,-0.1975244937332396
-0.23753714110227403,-0.3807107166590997,-0.40912067103320093,-0.18484543518139407,-0.10430906496042686,-0.34850861236426933,-0.07806351651335547,-0.007762641549883791,-0.13707353382613086,-0.019660437676639633,0.08491268866798761,0.3348381947427421,-0.6509064409266168,-0.44924305056458513,-0.29796197893742915,-0.1975244937332396,1
