dmu,country,year,efficiencies,government_debt,income
Mexico_1995,Mexico,1995,0.0255,32.458384,14.8
Moldova_1997,Moldova,1997,0.0172,48.136493,5.48
Moldova_1998,Moldova,1998,0.00998,82.933556,5.12
Moldova_1999,Moldova,1999,0.01063,77.867382,4.96
Moldova_2000,Moldova,2000,0.01156,71.590159,5.07
Moldova_2001,Moldova,2001,0.01361,60.816841,5.4
Moldova_2002,Moldova,2002,0.0139,59.555989,5.83
Moldova_2003,Moldova,2003,0.01566,52.874223,6.23
Moldova_2004,Moldova,2004,0.02067,40.051348,6.71
Moldova_2005,Moldova,2005,0.02489,33.256196,7.23
Moldova_2006,Moldova,2006,0.02734,30.279629,7.6
Moldova_2007,Moldova,2007,0.03569,23.195208,7.85
Moldova_2008,Moldova,2008,0.04489,18.442649,8.47
Moldova_2009,Moldova,2009,0.03421,24.197663,7.98
Moldova_2010,Moldova,2010,0.03785,21.872753,8.55
Moldova_2011,Moldova,2011,0.04253,19.465376,9.05
Moldova_2012,Moldova,2012,0.04122,20.084057,9
Moldova_2013,Moldova,2013,0.04207,19.677884,9.82
Moldova_2014,Moldova,2014,0.04022,20.58009,10.3
Moldova_2015,Moldova,2015,0.03601,22.990335,10.4
Moldova_2016,Moldova,2016,0.02621,31.580362,10.9
Mongolia_2016,Mongolia,2016,0.0105,78.80291,11
North Macedonia_2009,North Macedonia,2009,0.03577,23.141917,13.1
North Macedonia_2010,North Macedonia,2010,0.03496,23.678038,13.5
North Macedonia_2011,North Macedonia,2011,0.03024,27.37466,13.8
North Macedonia_2012,North Macedonia,2012,0.02487,33.282611,13.7
North Macedonia_2013,North Macedonia,2013,0.02447,33.828723,14.1
Norway_1990,Norway,1990,0.03765,21.9864,42.1
Norway_1991,Norway,1991,0.03675,22.5242,43.2
Norway_1992,Norway,1992,0.03101,26.691043,44.5
Norway_1993,Norway,1993,0.02389,34.646364,45.5
Norway_1994,Norway,1994,0.02559,32.343635,47.5
Norway_1995,Norway,1995,0.02742,30.187128,49.3
Norway_1996,Norway,1996,0.03065,27.006759,51.5
Norway_1997,Norway,1997,0.03421,24.197785,53.9
Norway_1998,Norway,1998,0.03796,21.80999,55
Norway_1999,Norway,1999,0.04049,20.446176,55.7
Norway_2000,Norway,2000,0.04364,18.968423,57.1
Norway_2001,Norway,2001,0.04647,17.815004,58
Norway_2002,Norway,2002,0.0444,18.643315,58.5
Norway_2003,Norway,2003,0.03947,20.972559,58.7
Norway_2004,Norway,2004,0.04602,17.989366,60.7
Norway_2005,Norway,2005,0.0493,16.790662,61.9
Norway_2006,Norway,2006,0.06811,12.153637,62.8
Norway_2007,Norway,2007,0.07332,11.290573,64.1
Norway_2008,Norway,2008,0.06167,13.423889,63.6
Norway_2009,Norway,2009,0.03203,25.845992,61.7
Norway_2010,Norway,2010,0.03284,25.207497,61.4
Norway_2011,Norway,2011,0.04147,19.95973,61.2
Norway_2012,Norway,2012,0.03975,20.824358,62
Norway_2013,Norway,2013,0.04209,19.667891,61.9
Norway_2014,Norway,2014,0.05356,15.45628,62.4
Norway_2015,Norway,2015,0.05334,15.518834,63
Poland_2004,Poland,2004,0.01876,44.133707,18.3
Poland_2005,Poland,2005,0.01778,46.571697,18.9
Poland_2006,Poland,2006,0.01776,46.609152,20.1
Poland_2007,Poland,2007,0.0196,42.233905,21.5
Poland_2008,Poland,2008,0.01867,44.334074,22.4
Poland_2009,Poland,2009,0.01799,46.027347,23.1
Poland_2010,Poland,2010,0.01707,48.509088,24
Poland_2011,Poland,2011,0.0168,49.265413,25.1
Poland_2012,Poland,2012,0.01693,48.899406,25.5
Poland_2013,Poland,2013,0.01627,50.890461,25.8
Poland_2014,Poland,2014,0.01816,45.577271,26.6
Poland_2015,Poland,2015,0.01787,46.335296,27.8
Portugal_2003,Portugal,2003,0.01333,62.104721,30.4
Portugal_2004,Portugal,2004,0.01271,65.118583,30.9
Portugal_2005,Portugal,2005,0.01188,69.673995,31.1
Portugal_2006,Portugal,2006,0.01164,71.115551,31.5
Portugal_2007,Portugal,2007,0.01179,70.222027,32.3
Portugal_2008,Portugal,2008,0.01129,73.297012,32.3
Portugal_2009,Portugal,2009,0.00975,84.937326,31.3
Portugal_2010,Portugal,2010,0.0085,97.413964000000007,31.8
Portugal_2011,Portugal,2011,0.00739,111.97857,31.3
Portugal_2012,Portugal,2012,0.00646,128.10436,30.2
Portugal_2013,Portugal,2013,0.00632,131.01413,30
Portugal_2014,Portugal,2014,0.0062,133.51058,30.4
Romania_2006,Romania,2006,0.06169,13.418296,18.2
Romania_2007,Romania,2007,0.06361,13.012887,19.8
Romania_2008,Romania,2008,0.06625,12.494512,22
Romania_2009,Romania,2009,0.03907,21.185984,21
Romania_2010,Romania,2010,0.02895,28.590077,20.3
Romania_2011,Romania,2011,0.02509,32.994656,20.8
Romania_2012,Romania,2012,0.02311,35.815989,21.3
Romania_2013,Romania,2013,0.0227,36.466337,22.2
Romania_2014,Romania,2014,0.02162,38.281426,23.1
Romania_2015,Romania,2015,0.0221,37.455668,23.9
Romania_2016,Romania,2016,0.02204,37.557934,25.1
Russia_1997,Russia,1997,0.01513,54.7,13
Russia_1998,Russia,1998,0.01132,73.1,12.4
Serbia_2012,Serbia,2012,0.01557,53.17339,14.9
Serbia_2013,Serbia,2013,0.01471,56.260668,15.4
Serbia_2014,Serbia,2014,0.01247,66.38604,15.2
Serbia_2015,Serbia,2015,0.01183,69.972342,15.6
Slovakia_2006,Slovakia,2006,0.02333,35.476365,21.8
Slovakia_2007,Slovakia,2007,0.02381,34.765004,24.1
Slovakia_2008,Slovakia,2008,0.02445,33.850754,25.5
Slovakia_2009,Slovakia,2009,0.01945,42.568884,24
Slovakia_2010,Slovakia,2010,0.01785,46.374143,25.5
Slovakia_2011,Slovakia,2011,0.01698,48.747054,26.2
Slovakia_2012,Slovakia,2012,0.01431,57.831625,26.5
Slovakia_2013,Slovakia,2013,0.01434,57.721786,26.6
Slovakia_2014,Slovakia,2014,0.01453,56.981987,27.3
Slovenia_2004,Slovenia,2004,0.03426,24.162529,30
Slovenia_2005,Slovenia,2005,0.0345,23.993289,31.1
Slovenia_2006,Slovenia,2006,0.03544,23.36004,32.8
Slovenia_2007,Slovenia,2007,0.03926,21.0856,34.9
Slovenia_2008,Slovenia,2008,0.04372,18.935962,36.1
Slovenia_2009,Slovenia,2009,0.02708,30.570756,33.1
Slovenia_2010,Slovenia,2010,0.02533,32.682219,33.4
Slovenia_2011,Slovenia,2011,0.02024,40.899543,33.6
Slovenia_2012,Slovenia,2012,0.01783,46.440493,32.6
Slovenia_2013,Slovenia,2013,0.01372,60.337067,32.2
Slovenia_2014,Slovenia,2014,0.01198,69.126247,33.1
Slovenia_2015,Slovenia,2015,0.01179,70.211901,33.8
South Africa_2008,South Africa,2008,0.03443,24.044823,13.8
South Korea_2006,South Korea,2006,0.03047,27.167819,30
South Korea_2007,South Korea,2007,0.0312,26.531207,31.6
South Korea_2008,South Korea,2008,0.03207,25.809714,32.3
South Korea_2009,South Korea,2009,0.02883,28.713704,32.4
South Korea_2010,South Korea,2010,0.02929,28.262274,34.4
South Korea_2011,South Korea,2011,0.02854,29.000591,35.4
South Korea_2012,South Korea,2012,0.02804,29.518552,36
South Korea_2013,South Korea,2013,0.02678,30.916449,37
South Korea_2014,South Korea,2014,0.02572,32.183164,38
South Korea_2015,South Korea,2015,0.02466,33.564123,38.8
Spain_1990,Spain,1990,0.02407,34.396451,27.5
Spain_1991,Spain,1991,0.02306,35.90078,28.2
Spain_1992,Spain,1992,0.02298,36.025401,28.3
Spain_1993,Spain,1993,0.02106,39.308575,27.9
Spain_1994,Spain,1994,0.01688,49.030234,28.4
Spain_1995,Spain,1995,0.01609,51.45706,29
Spain_1996,Spain,1996,0.01505,54.986593,29.7
Spain_1997,Spain,1997,0.01537,53.855313,30.7
Spain_1998,Spain,1998,0.01585,52.225006,31.9
Spain_1999,Spain,1999,0.01627,50.889013,33.2
Spain_2000,Spain,2000,0.01704,48.593549,34.8
Spain_2001,Spain,2001,0.01839,45.006153,35.9
Spain_2002,Spain,2002,0.0193,42.902283,36.3
Spain_2003,Spain,2003,0.02072,39.949777,36.8
Spain_2004,Spain,2004,0.02143,38.622862,37.3
Spain_2005,Spain,2005,0.02314,35.778727,38
Spain_2006,Spain,2006,0.02546,32.512593,38.9
Spain_2007,Spain,2007,0.02792,29.647376,39.5
Spain_2008,Spain,2008,0.0249,33.244367,39.2
Spain_2009,Spain,2009,0.01815,45.605446,37.4
Spain_2010,Spain,2010,0.01611,51.382619,37.3
Spain_2011,Spain,2011,0.01412,58.640146,36.9
Spain_2012,Spain,2012,0.01121,73.820514,35.8
Spain_2013,Spain,2013,0.00994,83.250475,35.4
Spain_2014,Spain,2014,0.00948,87.330945,36
Spain_2015,Spain,2015,0.0095,87.165233,37.4
Sweden_1990,Sweden,1990,0.02059,40.209948,34.2
Sweden_1991,Sweden,1991,0.01966,42.099949,33.5
Sweden_1992,Sweden,1992,0.0155,53.399871,33
Sweden_1993,Sweden,1993,0.01212,68.309959,32.1
Sweden_1994,Sweden,1994,0.01137,72.799876,33.1
Sweden_1995,Sweden,1995,0.01098,75.409881,34.2
Sweden_1996,Sweden,1996,0.01046,79.109838,34.7
Sweden_1997,Sweden,1997,0.01028,80.550039,35.8
Sweden_1998,Sweden,1998,0.01038,79.740185,37.3
Sweden_1999,Sweden,1999,0.01108,74.719868,38.8
Sweden_2000,Sweden,2000,0.01244,66.569972,40.6
Sweden_2001,Sweden,2001,0.01401,59.079976,41.1
Sweden_2002,Sweden,2002,0.01469,56.370087,41.9
Sweden_2003,Sweden,2003,0.01511,54.78998,42.7
Sweden_2004,Sweden,2004,0.01551,53.369925,44.4
Sweden_2005,Sweden,2005,0.01548,53.460091,45.4
Sweden_2006,Sweden,2006,0.01709,48.430031,47.3
Sweden_2007,Sweden,2007,0.01932,42.840026,48.6
Sweden_2008,Sweden,2008,0.02024,40.889964,48
Sweden_2009,Sweden,2009,0.01864,44.40004,45.5
Sweden_2010,Sweden,2010,0.02022,40.939989,47.8
Sweden_2011,Sweden,2011,0.02083,39.750053,48.9
Sweden_2012,Sweden,2012,0.02045,40.480043,48.3
Sweden_2013,Sweden,2013,0.01922,43.069989,48.5
Sweden_2014,Sweden,2014,0.0181,45.74,49.3
Sweden_2015,Sweden,2015,0.01862,44.46,50.9
Switzerland_1990,Switzerland,1990,0.07546,10.9698,56.3
Switzerland_1991,Switzerland,1991,0.0703,11.774849,55.1
Switzerland_1992,Switzerland,1992,0.05894,14.046077,54.5
Switzerland_1993,Switzerland,1993,0.05003,16.545568,53.9
Switzerland_1994,Switzerland,1994,0.04671,17.721568,54.2
Switzerland_1995,Switzerland,1995,0.04275,19.365395,54.1
Switzerland_1996,Switzerland,1996,0.04019,20.59549,54.1
Switzerland_1997,Switzerland,1997,0.03725,22.223633,55.2
Switzerland_1998,Switzerland,1998,0.0341,24.27887,56.7
Switzerland_1999,Switzerland,1999,0.0369,22.435581,57.4
Switzerland_2000,Switzerland,2000,0.03745,22.102126,59.4
Switzerland_2001,Switzerland,2001,0.03827,21.628847,59.9
Switzerland_2002,Switzerland,2002,0.03331,24.848591,59.5
Switzerland_2003,Switzerland,2003,0.0333,24.856339,59
Switzerland_2004,Switzerland,2004,0.0335,24.710942,60.3
Switzerland_2005,Switzerland,2005,0.03383,24.473026,61.6
Switzerland_2006,Switzerland,2006,0.03824,21.649209,63.7
Switzerland_2007,Switzerland,2007,0.0427,19.387388,65.6
Switzerland_2008,Switzerland,2008,0.04448,18.609527,66.6
Switzerland_2009,Switzerland,2009,0.04747,17.439619,64.4
Switzerland_2010,Switzerland,2010,0.05002,16.548175,65.8
Switzerland_2011,Switzerland,2011,0.05091,16.258998,66.3
Switzerland_2012,Switzerland,2012,0.05099,16.236325,66.4
Switzerland_2013,Switzerland,2013,0.0522,15.859986,66.9
Thailand_1994,Thailand,1994,0.1454,5.6932197,9.36
Thailand_1995,Thailand,1995,0.17957,4.6100947,10
Thailand_1996,Thailand,1996,0.22535,3.6734975,10.5
Thailand_1997,Thailand,1997,0.17835,4.6415204,10.1
Thailand_1998,Thailand,1998,0.07758,10.669857,9.18
Thailand_1999,Thailand,1999,0.04138,20.005779,9.49
Thailand_2000,Thailand,2000,0.03769,21.964587,9.81
Thailand_2001,Thailand,2001,0.03368,24.578334,10.1
Thailand_2002,Thailand,2002,0.02753,30.070356,10.6
Thailand_2003,Thailand,2003,0.03061,27.046018,11.3
Thailand_2004,Thailand,2004,0.03393,24.3964,11.9
Thailand_2005,Thailand,2005,0.03394,24.392201,12.3
Thailand_2006,Thailand,2006,0.03559,23.261117,12.8
Thailand_2007,Thailand,2007,0.03662,22.604001,13.5
Thailand_2008,Thailand,2008,0.03764,21.99186,13.6
Thailand_2009,Thailand,2009,0.03089,26.795897,13.5
Thailand_2010,Thailand,2010,0.0298,27.779262,14.4
Thailand_2011,Thailand,2011,0.03031,27.315354,14.4
Thailand_2012,Thailand,2012,0.02909,28.457899,15.4
Thailand_2013,Thailand,2013,0.02794,29.632393,15.8
Thailand_2014,Thailand,2014,0.02769,29.890917,15.9
Thailand_2015,Thailand,2015,0.0258,32.090099,16.3
Thailand_2016,Thailand,2016,0.02709,30.557332,16.8
Trinidad and Tobago_1990,Trinidad and Tobago,1990,0.01735,47.708453,10.1
Trinidad and Tobago_1991,Trinidad and Tobago,1991,0.01673,49.477126,10.3
Trinidad and Tobago_1992,Trinidad and Tobago,1992,0.01684,49.151961,11.3
Tunisia_2009,Tunisia,2009,0.01775,46.646663,10.5
Turkey_2009,Turkey,2009,0.01885,43.924976,18.7
Turkey_2010,Turkey,2010,0.02039,40.606345,20
Turkey_2011,Turkey,2011,0.02241,36.946367,21.9
Turkey_2012,Turkey,2012,0.02457,33.696359,22.6
Turkey_2013,Turkey,2013,0.02575,32.147857,24.1
Turkey_2014,Turkey,2014,0.02777,29.80767,24.9
Turkey_2015,Turkey,2015,0.02869,28.849977,26
Ukraine_1995,Ukraine,1995,0.02745,30.151822,7.91
Ukraine_1996,Ukraine,1996,0.03397,24.36603,7.18
Ukraine_1997,Ukraine,1997,0.02865,28.891838,7.03
Ukraine_1998,Ukraine,1998,0.01779,46.537364,6.96
Ukraine_1999,Ukraine,1999,0.01404,58.958849,7.01
Ukraine_2000,Ukraine,2000,0.0189,43.789532,7.5
Ukraine_2001,Ukraine,2001,0.02256,36.690025,8.24
Ukraine_2002,Ukraine,2002,0.02465,33.579563,8.77
Ukraine_2003,Ukraine,2003,0.02818,29.380226,9.68
Ukraine_2004,Ukraine,2004,0.03338,24.798092,10.9
United Kingdom_1990,United Kingdom,1990,0.03033,27.293248,31.2
United Kingdom_1991,United Kingdom,1991,0.03007,27.530958,30.8
United Kingdom_1992,United Kingdom,1992,0.02575,32.144822,30.8
United Kingdom_1993,United Kingdom,1993,0.02251,36.770551,31.5
United Kingdom_1994,United Kingdom,1994,0.02095,39.510751,32.6
United Kingdom_1995,United Kingdom,1995,0.01947,42.518005,33.4
United Kingdom_1996,United Kingdom,1996,0.01936,42.74837,34.1
United Kingdom_1997,United Kingdom,1997,0.01951,42.421749,35.7
United Kingdom_1998,United Kingdom,1998,0.02053,40.324213,36.7
United Kingdom_1999,United Kingdom,1999,0.0212,39.056814,37.7
United Kingdom_2000,United Kingdom,2000,0.02277,36.361712,38.9
United Kingdom_2001,United Kingdom,2001,0.02461,33.638476,39.6
United Kingdom_2002,United Kingdom,2002,0.02452,33.767264,40.2
United Kingdom_2003,United Kingdom,2003,0.02379,34.799807,41.3
United Kingdom_2004,United Kingdom,2004,0.022,37.631304,42
United Kingdom_2005,United Kingdom,2005,0.02136,38.746682,42.8
United Kingdom_2006,United Kingdom,2006,0.02092,39.573909,43.6
United Kingdom_2007,United Kingdom,2007,0.02041,40.568986,44.2
United Kingdom_2008,United Kingdom,2008,0.01709,48.442136,43.8
United Kingdom_2009,United Kingdom,2009,0.01328,62.326826,41.6
United Kingdom_2010,United Kingdom,2010,0.01129,73.304309,42.1
United Kingdom_2011,United Kingdom,2011,0.01048,79.022565,42.4
United Kingdom_2012,United Kingdom,2012,0.01007,82.207423,42.8
United Kingdom_2013,United Kingdom,2013,0.00994,83.247769,43.3
United Kingdom_2014,United Kingdom,2014,0.00972,85.123467,44.2
United Kingdom_2015,United Kingdom,2015,0.00965,85.752857,45
United States_1990,United States,1990,0.01653,50.079413,40.4
United States_1991,United States,1991,0.01546,53.553833,39.9
United States_1992,United States,1992,0.01484,55.797709,40.7
United States_1993,United States,1993,0.01442,57.389579,41.3
United States_1994,United States,1994,0.0146,56.698261,42.4
United States_1995,United States,1995,0.01469,56.353742,43
United States_1996,United States,1996,0.01486,55.722561,44.1
United States_1997,United States,1997,0.01559,53.095523,45.5
United States_1998,United States,1998,0.01653,50.067424,47
United States_1999,United States,1999,0.01767,46.851469,48.7
United States_2000,United States,2000,0.02,41.383999,50.1
United States_2001,United States,2001,0.02036,40.663216,50.1
United States_2002,United States,2002,0.01965,42.124274,50.5
United States_2003,United States,2003,0.01853,44.676876,51.5
United States_2004,United States,2004,0.0182,45.47616,53
United States_2005,United States,2005,0.01815,45.612806,54.4
United States_2006,United States,2006,0.01847,44.827463,55.4
United States_2007,United States,2007,0.01833,45.16842,55.9
Venezuela_1990,Venezuela,1990,0.01309,63.261968,15.4
Venezuela_1991,Venezuela,1991,0.01331,62.191092,16.6
Venezuela_1992,Venezuela,1992,0.0151,54.805706,17.3
Venezuela_1993,Venezuela,1993,0.01434,57.746981,17.1
Venezuela_1994,Venezuela,1994,0.01296,63.891448,16.4
